0, 2.636829376220703, 0.21875 
5, 2.3642165660858154, 0.2760416567325592 
10, 1.865057349205017, 0.3011363744735718 
15, 1.7164700031280518, 0.318359375 
20, 1.6266032457351685, 0.3258928656578064 
25, 1.564121127128601, 0.3389423191547394 
30, 1.518487572669983, 0.34375 
35, 1.4868483543395996, 0.3446180522441864 
40, 1.4585732221603394, 0.34832316637039185 
45, 1.427207589149475, 0.35597825050354004 
50, 1.4089431762695312, 0.3590686321258545 
55, 1.3918962478637695, 0.3694196343421936 
60, 1.370184063911438, 0.3780737817287445 
65, 1.3588107824325562, 0.3844696879386902 
70, 1.34718918800354, 0.38908451795578003 
75, 1.3388922214508057, 0.3947368562221527 
80, 1.3295241594314575, 0.3989197611808777 
85, 1.3211047649383545, 0.4026162922382355 
90, 1.314142107963562, 0.4083104431629181 
95, 1.2995036840438843, 0.4166666567325592 
100, 1.2901898622512817, 0.4207920730113983 
105, 1.285820722579956, 0.42393869161605835 
110, 1.2780251502990723, 0.4301801919937134 
115, 1.2683311700820923, 0.4356142282485962 
120, 1.259948968887329, 0.4408574402332306 
125, 1.253631830215454, 0.445932537317276 
130, 1.2464317083358765, 0.4520515203475952 
135, 1.241810917854309, 0.4545036852359772 
140, 1.235658049583435, 0.45700353384017944 
145, 1.2283402681350708, 0.45890411734580994 
150, 1.2177808284759521, 0.46585264801979065 
155, 1.208908200263977, 0.4711538553237915 
160, 1.2007849216461182, 0.4761257767677307 
165, 1.1932470798492432, 0.4800451695919037 
170, 1.1884008646011353, 0.48355263471603394 
175, 1.183434009552002, 0.48561790585517883 
180, 1.176086664199829, 0.4901588261127472 
185, 1.1713175773620605, 0.4926075339317322 
190, 1.162082552909851, 0.49705496430397034 
195, 1.1539286375045776, 0.5022321343421936 
200, 1.1503489017486572, 0.5049751400947571 
205, 1.1466556787490845, 0.5080400705337524 
210, 1.1424695253372192, 0.5091824531555176 
215, 1.1416155099868774, 0.5104166865348816 
220, 1.1364600658416748, 0.5138574838638306 
225, 1.1335675716400146, 0.515625 
230, 1.1300971508026123, 0.5183982849121094 
235, 1.124929428100586, 0.5210540294647217 
240, 1.1187384128570557, 0.5237292647361755 
245, 1.1155154705047607, 0.5262957215309143 
