{'loss': 1.7247364521026611, 'total-trian_loss': 1.7247364521026611, 'total-train-accuracy': 0.1875, 'bla-recall': 0.0, 'lyt-recall': 0.0, 'ngb-recall': 0.125, 'ngs-recall': 0.0, 'bla-precision': 0.0, 'lyt-precision': 0.0, 'ngb-precision': 0.125, 'ngs-precision': 0.0} 
{'loss': 1.0434629917144775, 'total-trian_loss': 1.0434629917144775, 'total-train-accuracy': 0.5735034942626953, 'bla-recall': 0.27731093764305115, 'lyt-recall': 0.4649350643157959, 'ngb-recall': 0.003144653979688883, 'ngs-recall': 0.5429262518882751, 'bla-precision': 0.7795275449752808, 'lyt-precision': 0.7033398747444153, 'ngb-precision': 0.125, 'ngs-precision': 0.7115689516067505} 
{'loss': 1.0271590948104858, 'total-trian_loss': 1.0271590948104858, 'total-train-accuracy': 0.5826480388641357, 'bla-recall': 0.28871390223503113, 'lyt-recall': 0.47914183139801025, 'ngb-recall': 0.0030120480805635452, 'ngs-recall': 0.5477272868156433, 'bla-precision': 0.7638888955116272, 'lyt-precision': 0.7153024673461914, 'ngb-precision': 0.125, 'ngs-precision': 0.7161961197853088} 
{'loss': 1.0045106410980225, 'total-trian_loss': 1.0045106410980225, 'total-train-accuracy': 0.595678985118866, 'bla-recall': 0.3100000023841858, 'lyt-recall': 0.5027995705604553, 'ngb-recall': 0.0029069767333567142, 'ngs-recall': 0.5602094531059265, 'bla-precision': 0.7654321193695068, 'lyt-precision': 0.7241935729980469, 'ngb-precision': 0.125, 'ngs-precision': 0.7308743000030518} 
{'loss': 0.9948428869247437, 'total-trian_loss': 0.9948428869247437, 'total-train-accuracy': 0.601017415523529, 'bla-recall': 0.31162789463996887, 'lyt-recall': 0.5147679448127747, 'ngb-recall': 0.0027322403620928526, 'ngs-recall': 0.574404776096344, 'bla-precision': 0.7790697813034058, 'lyt-precision': 0.7283582091331482, 'ngb-precision': 0.125, 'ngs-precision': 0.7283018827438354} 
{'loss': 0.9831956028938293, 'total-trian_loss': 0.9831956028938293, 'total-train-accuracy': 0.6071428656578064, 'bla-recall': 0.3149779736995697, 'lyt-recall': 0.5271084308624268, 'ngb-recall': 0.0025641026441007853, 'ngs-recall': 0.5886194109916687, 'bla-precision': 0.7729730010032654, 'lyt-precision': 0.7271468043327332, 'ngb-precision': 0.125, 'ngs-precision': 0.7328687310218811} 
{'loss': 0.9660713076591492, 'total-trian_loss': 0.9660713076591492, 'total-train-accuracy': 0.6142578125, 'bla-recall': 0.33194154500961304, 'lyt-recall': 0.5330188870429993, 'ngb-recall': 0.0024570024106651545, 'ngs-recall': 0.6021314263343811, 'bla-precision': 0.760765552520752, 'lyt-precision': 0.736636221408844, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7385621070861816} 
{'loss': 0.9499341249465942, 'total-trian_loss': 0.9499341249465942, 'total-train-accuracy': 0.6225247383117676, 'bla-recall': 0.35433071851730347, 'lyt-recall': 0.5448028445243835, 'ngb-recall': 0.002358490601181984, 'ngs-recall': 0.6157094836235046, 'bla-precision': 0.7692307829856873, 'lyt-precision': 0.7441860437393188, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7423624992370605} 
{'loss': 0.9482899904251099, 'total-trian_loss': 0.9482899904251099, 'total-train-accuracy': 0.6241155862808228, 'bla-recall': 0.3590225577354431, 'lyt-recall': 0.5497872233390808, 'ngb-recall': 0.0022421525791287422, 'ngs-recall': 0.6271186470985413, 'bla-precision': 0.7431906461715698, 'lyt-precision': 0.7459584474563599, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7407054305076599} 
{'loss': 0.9383695721626282, 'total-trian_loss': 0.9383695721626282, 'total-train-accuracy': 0.627815306186676, 'bla-recall': 0.3665480315685272, 'lyt-recall': 0.5567346811294556, 'ngb-recall': 0.0021413275972008705, 'ngs-recall': 0.6309707164764404, 'bla-precision': 0.7545787692070007, 'lyt-precision': 0.7469879388809204, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7411764860153198} 
{'loss': 0.9341350793838501, 'total-trian_loss': 0.9341350793838501, 'total-train-accuracy': 0.6298491358757019, 'bla-recall': 0.3811965882778168, 'lyt-recall': 0.5642023086547852, 'ngb-recall': 0.002061855746433139, 'ngs-recall': 0.6256448030471802, 'bla-precision': 0.7585033774375916, 'lyt-precision': 0.7489669322967529, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7447368502616882} 
{'loss': 0.9303926229476929, 'total-trian_loss': 0.9303926229476929, 'total-train-accuracy': 0.6309400796890259, 'bla-recall': 0.3886178731918335, 'lyt-recall': 0.562686562538147, 'ngb-recall': 0.0019685039296746254, 'ngs-recall': 0.633073091506958, 'bla-precision': 0.7635782957077026, 'lyt-precision': 0.7502487301826477, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7427144050598145} 
{'loss': 0.9302493929862976, 'total-trian_loss': 0.9302493929862976, 'total-train-accuracy': 0.632440447807312, 'bla-recall': 0.39346811175346375, 'lyt-recall': 0.5637918710708618, 'ngb-recall': 0.0018867924809455872, 'ngs-recall': 0.6394230723381042, 'bla-precision': 0.7643504738807678, 'lyt-precision': 0.7547709941864014, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7388888597488403} 
{'loss': 0.9232677221298218, 'total-trian_loss': 0.9232677221298218, 'total-train-accuracy': 0.6343034505844116, 'bla-recall': 0.39670658111572266, 'lyt-recall': 0.5722107887268066, 'ngb-recall': 0.0018115942366421223, 'ngs-recall': 0.6439443826675415, 'bla-precision': 0.770348846912384, 'lyt-precision': 0.7572463750839233, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7410510182380676} 
{'loss': 0.9157454967498779, 'total-trian_loss': 0.9157454967498779, 'total-train-accuracy': 0.6374080777168274, 'bla-recall': 0.4043165445327759, 'lyt-recall': 0.5792602300643921, 'ngb-recall': 0.0017271157121285796, 'ngs-recall': 0.6489769816398621, 'bla-precision': 0.7783933281898499, 'lyt-precision': 0.758650541305542, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7430453896522522} 
{'loss': 0.9104193449020386, 'total-trian_loss': 0.9104193449020386, 'total-train-accuracy': 0.640070915222168, 'bla-recall': 0.41283124685287476, 'lyt-recall': 0.5826923251152039, 'ngb-recall': 0.0016528925625607371, 'ngs-recall': 0.6570551991462708, 'bla-precision': 0.7830687761306763, 'lyt-precision': 0.760669469833374, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7442668676376343} 
{'loss': 0.9041720032691956, 'total-trian_loss': 0.9041720032691956, 'total-train-accuracy': 0.6440496444702148, 'bla-recall': 0.42684563994407654, 'lyt-recall': 0.5823493003845215, 'ngb-recall': 0.001607717014849186, 'ngs-recall': 0.6656839847564697, 'bla-precision': 0.789081871509552, 'lyt-precision': 0.7630293369293213, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7461996078491211} 
{'loss': 0.8963605761528015, 'total-trian_loss': 0.8963605761528015, 'total-train-accuracy': 0.6475579738616943, 'bla-recall': 0.438144326210022, 'lyt-recall': 0.5899758338928223, 'ngb-recall': 0.0015384615398943424, 'ngs-recall': 0.6708571314811707, 'bla-precision': 0.7962529063224792, 'lyt-precision': 0.7632812261581421, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7496806979179382} 
{'loss': 0.8908005952835083, 'total-trian_loss': 0.8908005952835083, 'total-train-accuracy': 0.6512419581413269, 'bla-recall': 0.4463840425014496, 'lyt-recall': 0.5935483574867249, 'ngb-recall': 0.001490312977693975, 'ngs-recall': 0.671444296836853, 'bla-precision': 0.7991071343421936, 'lyt-precision': 0.7637735605239868, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.75} 
{'loss': 0.8846337795257568, 'total-trian_loss': 0.8846337795257568, 'total-train-accuracy': 0.6550853848457336, 'bla-recall': 0.4595898687839508, 'lyt-recall': 0.5929505228996277, 'ngb-recall': 0.0014577260008081794, 'ngs-recall': 0.6767838001251221, 'bla-precision': 0.8037974834442139, 'lyt-precision': 0.7657856345176697, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7529621124267578} 
{'loss': 0.8781757354736328, 'total-trian_loss': 0.8781757354736328, 'total-train-accuracy': 0.6590737700462341, 'bla-recall': 0.4649532735347748, 'lyt-recall': 0.5965877771377563, 'ngb-recall': 0.00141643057577312, 'ngs-recall': 0.684428334236145, 'bla-precision': 0.8073022365570068, 'lyt-precision': 0.7671620845794678, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7538461685180664} 
{'loss': 0.8719277381896973, 'total-trian_loss': 0.8719277381896973, 'total-train-accuracy': 0.661001443862915, 'bla-recall': 0.467576801776886, 'lyt-recall': 0.6021390557289124, 'ngb-recall': 0.001367989112623036, 'ngs-recall': 0.6902610659599304, 'bla-precision': 0.8043052554130554, 'lyt-precision': 0.7686007022857666, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.75425124168396} 
{'loss': 0.8636590838432312, 'total-trian_loss': 0.8636590838432312, 'total-train-accuracy': 0.6647727489471436, 'bla-recall': 0.47555556893348694, 'lyt-recall': 0.6104771494865417, 'ngb-recall': 0.0013280212879180908, 'ngs-recall': 0.6952705979347229, 'bla-precision': 0.810606062412262, 'lyt-precision': 0.7723097205162048, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7573021650314331} 
{'loss': 0.8539016246795654, 'total-trian_loss': 0.8539016246795654, 'total-train-accuracy': 0.669026255607605, 'bla-recall': 0.48549947142601013, 'lyt-recall': 0.6162790656089783, 'ngb-recall': 0.0012987012742087245, 'ngs-recall': 0.7018457055091858, 'bla-precision': 0.8158844709396362, 'lyt-precision': 0.774459958076477, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.760903000831604} 
{'loss': 0.8475762605667114, 'total-trian_loss': 0.8475762605667114, 'total-train-accuracy': 0.6713709831237793, 'bla-recall': 0.4952879548072815, 'lyt-recall': 0.6183693408966064, 'ngb-recall': 0.0012642225483432412, 'ngs-recall': 0.704147458076477, 'bla-precision': 0.8085470199584961, 'lyt-precision': 0.7790841460227966, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7601990103721619} 
{'loss': 0.8445504307746887, 'total-trian_loss': 0.8445504307746887, 'total-train-accuracy': 0.6737565398216248, 'bla-recall': 0.5, 'lyt-recall': 0.6219453811645508, 'ngb-recall': 0.0012285012053325772, 'ngs-recall': 0.7084639668464661, 'bla-precision': 0.809602677822113, 'lyt-precision': 0.7795795798301697, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7609427571296692} 
{'loss': 0.8399698138237, 'total-trian_loss': 0.8399698138237, 'total-train-accuracy': 0.676179826259613, 'bla-recall': 0.5024728178977966, 'lyt-recall': 0.6266354918479919, 'ngb-recall': 0.0012048193020746112, 'ngs-recall': 0.7136621475219727, 'bla-precision': 0.8154093027114868, 'lyt-precision': 0.7801046967506409, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7622377872467041} 
{'loss': 0.8353953957557678, 'total-trian_loss': 0.8353953957557678, 'total-train-accuracy': 0.6784825921058655, 'bla-recall': 0.5087209343910217, 'lyt-recall': 0.6322992444038391, 'ngb-recall': 0.001172332908026874, 'ngs-recall': 0.7167727947235107, 'bla-precision': 0.8152173757553101, 'lyt-precision': 0.7830508351325989, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7627654671669006} 
{'loss': 0.831442654132843, 'total-trian_loss': 0.831442654132843, 'total-train-accuracy': 0.6796116232872009, 'bla-recall': 0.5126999020576477, 'lyt-recall': 0.6306386590003967, 'ngb-recall': 0.0011428571306169033, 'ngs-recall': 0.7209109663963318, 'bla-precision': 0.812220573425293, 'lyt-precision': 0.7831392288208008, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7635964751243591} 
{'loss': 0.8261138796806335, 'total-trian_loss': 0.8261138796806335, 'total-train-accuracy': 0.6824644804000854, 'bla-recall': 0.5128440260887146, 'lyt-recall': 0.6332315802574158, 'ngb-recall': 0.0011223345063626766, 'ngs-recall': 0.7255851626396179, 'bla-precision': 0.8136826753616333, 'lyt-precision': 0.7861396670341492, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7647809386253357} 
{'loss': 0.8197566866874695, 'total-trian_loss': 0.8197566866874695, 'total-train-accuracy': 0.6847511529922485, 'bla-recall': 0.5170556306838989, 'lyt-recall': 0.6382978558540344, 'ngb-recall': 0.0011013215407729149, 'ngs-recall': 0.7283464670181274, 'bla-precision': 0.8135592937469482, 'lyt-precision': 0.7878151535987854, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.767316460609436} 
{'loss': 0.8145306706428528, 'total-trian_loss': 0.8145306706428528, 'total-train-accuracy': 0.6867929697036743, 'bla-recall': 0.527655839920044, 'lyt-recall': 0.6418159008026123, 'ngb-recall': 0.0010752688394859433, 'ngs-recall': 0.7309761643409729, 'bla-precision': 0.8132611513137817, 'lyt-precision': 0.7894467115402222, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7681744694709778} 
{'loss': 0.8089444041252136, 'total-trian_loss': 0.8089444041252136, 'total-train-accuracy': 0.6883296370506287, 'bla-recall': 0.530927836894989, 'lyt-recall': 0.6447529792785645, 'ngb-recall': 0.0010471204295754433, 'ngs-recall': 0.7357357144355774, 'bla-precision': 0.8163804411888123, 'lyt-precision': 0.7902902960777283, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7677242755889893} 
{'loss': 0.8030261397361755, 'total-trian_loss': 0.8030261397361755, 'total-train-accuracy': 0.6900703310966492, 'bla-recall': 0.5324894785881042, 'lyt-recall': 0.6484000086784363, 'ngb-recall': 0.001025640987791121, 'ngs-recall': 0.7397511005401611, 'bla-precision': 0.8173575401306152, 'lyt-precision': 0.79150390625, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7684410810470581} 
{'loss': 0.7979800701141357, 'total-trian_loss': 0.7979800701141357, 'total-train-accuracy': 0.6914724707603455, 'bla-recall': 0.5368682742118835, 'lyt-recall': 0.6496665477752686, 'ngb-recall': 0.001003009034320712, 'ngs-recall': 0.7441943287849426, 'bla-precision': 0.8181818127632141, 'lyt-precision': 0.7923445105552673, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7703402638435364} 
{'loss': 0.7968574166297913, 'total-trian_loss': 0.7968574166297913, 'total-train-accuracy': 0.6915197372436523, 'bla-recall': 0.5390879511833191, 'lyt-recall': 0.6514043807983398, 'ngb-recall': 0.0009737098589539528, 'ngs-recall': 0.7473757863044739, 'bla-precision': 0.8182941675186157, 'lyt-precision': 0.7926030158996582, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7688984870910645} 
{'loss': 0.7902026772499084, 'total-trian_loss': 0.7902026772499084, 'total-train-accuracy': 0.6937245726585388, 'bla-recall': 0.5438596606254578, 'lyt-recall': 0.6557191610336304, 'ngb-recall': 0.0009523809421807528, 'ngs-recall': 0.751284658908844, 'bla-precision': 0.8187274932861328, 'lyt-precision': 0.7942386865615845, 'ngb-precision': 0.1111111119389534, 'ngs-precision': 0.7702845335006714} 
{'loss': 0.7868731021881104, 'total-trian_loss': 0.7868731021881104, 'total-train-accuracy': 0.6954681277275085, 'bla-recall': 0.545597493648529, 'lyt-recall': 0.6614930033683777, 'ngb-recall': 0.0009319664677605033, 'ngs-recall': 0.7541093826293945, 'bla-precision': 0.8203309774398804, 'lyt-precision': 0.7976827025413513, 'ngb-precision': 0.10000000149011612, 'ngs-precision': 0.769599437713623} 
{'loss': 0.786259114742279, 'total-trian_loss': 0.786259114742279, 'total-train-accuracy': 0.6961669921875, 'bla-recall': 0.5479662418365479, 'lyt-recall': 0.6653357744216919, 'ngb-recall': 0.0018214936135336757, 'ngs-recall': 0.7539525628089905, 'bla-precision': 0.82163405418396, 'lyt-precision': 0.7983449697494507, 'ngb-precision': 0.1666666716337204, 'ngs-precision': 0.7686366438865662} 
{'loss': 0.7852702140808105, 'total-trian_loss': 0.7852702140808105, 'total-train-accuracy': 0.6960009336471558, 'bla-recall': 0.5516467094421387, 'lyt-recall': 0.6669051647186279, 'ngb-recall': 0.0017652250826358795, 'ngs-recall': 0.7555052042007446, 'bla-precision': 0.821627676486969, 'lyt-precision': 0.7989712953567505, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7661740779876709} 
{'loss': 0.7849464416503906, 'total-trian_loss': 0.7849464416503906, 'total-train-accuracy': 0.69595867395401, 'bla-recall': 0.5533480644226074, 'lyt-recall': 0.6688904762268066, 'ngb-recall': 0.0017256255960091949, 'ngs-recall': 0.7549269199371338, 'bla-precision': 0.8165038228034973, 'lyt-precision': 0.7997481226921082, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7666236162185669} 
{'loss': 0.7803844809532166, 'total-trian_loss': 0.7803844809532166, 'total-train-accuracy': 0.6979935169219971, 'bla-recall': 0.5565969944000244, 'lyt-recall': 0.671842634677887, 'ngb-recall': 0.0016992352902889252, 'ngs-recall': 0.7579439282417297, 'bla-precision': 0.8204038143157959, 'lyt-precision': 0.8005756735801697, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7692064642906189} 
{'loss': 0.7785646915435791, 'total-trian_loss': 0.7785646915435791, 'total-train-accuracy': 0.6992753744125366, 'bla-recall': 0.5586158037185669, 'lyt-recall': 0.6732004284858704, 'ngb-recall': 0.0016708438051864505, 'ngs-recall': 0.7601227164268494, 'bla-precision': 0.8239583373069763, 'lyt-precision': 0.8016096353530884, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.76742023229599} 
{'loss': 0.7760499715805054, 'total-trian_loss': 0.7760499715805054, 'total-train-accuracy': 0.7008451819419861, 'bla-recall': 0.5636237859725952, 'lyt-recall': 0.6759535670280457, 'ngb-recall': 0.0016488046385347843, 'ngs-recall': 0.7631102800369263, 'bla-precision': 0.825734555721283, 'lyt-precision': 0.8026782274246216, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.768203854560852} 
{'loss': 0.77688068151474, 'total-trian_loss': 0.77688068151474, 'total-train-accuracy': 0.7003933787345886, 'bla-recall': 0.5684139132499695, 'lyt-recall': 0.6755787134170532, 'ngb-recall': 0.0016207455191761255, 'ngs-recall': 0.7607924342155457, 'bla-precision': 0.8218504190444946, 'lyt-precision': 0.801857590675354, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7680597305297852} 
{'loss': 0.7761622667312622, 'total-trian_loss': 0.7761622667312622, 'total-train-accuracy': 0.7008161544799805, 'bla-recall': 0.5703753232955933, 'lyt-recall': 0.6749037504196167, 'ngb-recall': 0.0015910898800939322, 'ngs-recall': 0.7612416744232178, 'bla-precision': 0.8190568089485168, 'lyt-precision': 0.8017536997795105, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7695014476776123} 
{'loss': 0.7719578742980957, 'total-trian_loss': 0.7719578742980957, 'total-train-accuracy': 0.7030194401741028, 'bla-recall': 0.5720899701118469, 'lyt-recall': 0.6757269501686096, 'ngb-recall': 0.0015673980815336108, 'ngs-recall': 0.7647727131843567, 'bla-precision': 0.8199052214622498, 'lyt-precision': 0.8034573197364807, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7709048986434937} 
{'loss': 0.7692151665687561, 'total-trian_loss': 0.7692151665687561, 'total-train-accuracy': 0.7039036750793457, 'bla-recall': 0.5716137290000916, 'lyt-recall': 0.6775497794151306, 'ngb-recall': 0.0015467903576791286, 'ngs-recall': 0.7675977945327759, 'bla-precision': 0.8227611780166626, 'lyt-precision': 0.8037624359130859, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7712602019309998} 
{'loss': 0.7662554979324341, 'total-trian_loss': 0.7662554979324341, 'total-train-accuracy': 0.704963207244873, 'bla-recall': 0.5756222009658813, 'lyt-recall': 0.6793261766433716, 'ngb-recall': 0.001523229293525219, 'ngs-recall': 0.7696737051010132, 'bla-precision': 0.820746123790741, 'lyt-precision': 0.8042059540748596, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7720022201538086} 
{'loss': 0.7611417770385742, 'total-trian_loss': 0.7611417770385742, 'total-train-accuracy': 0.706993579864502, 'bla-recall': 0.5806654095649719, 'lyt-recall': 0.6814345717430115, 'ngb-recall': 0.0015037594130262733, 'ngs-recall': 0.7725680470466614, 'bla-precision': 0.820763111114502, 'lyt-precision': 0.8057733178138733, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7731931209564209} 
{'loss': 0.7595537900924683, 'total-trian_loss': 0.7595537900924683, 'total-train-accuracy': 0.7081685066223145, 'bla-recall': 0.5829734802246094, 'lyt-recall': 0.6844602823257446, 'ngb-recall': 0.00148148147854954, 'ngs-recall': 0.7739453315734863, 'bla-precision': 0.8224543333053589, 'lyt-precision': 0.8081232309341431, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7716931104660034} 
{'loss': 0.7552098631858826, 'total-trian_loss': 0.7552098631858826, 'total-train-accuracy': 0.7095015645027161, 'bla-recall': 0.5853066444396973, 'lyt-recall': 0.6879556775093079, 'ngb-recall': 0.0014577260008081794, 'ngs-recall': 0.7764121294021606, 'bla-precision': 0.8246364593505859, 'lyt-precision': 0.8095401525497437, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7717702388763428} 
{'loss': 0.7529814839363098, 'total-trian_loss': 0.7529814839363098, 'total-train-accuracy': 0.7104102969169617, 'bla-recall': 0.5873205661773682, 'lyt-recall': 0.6916451454162598, 'ngb-recall': 0.001427551731467247, 'ngs-recall': 0.7788957953453064, 'bla-precision': 0.8252100944519043, 'lyt-precision': 0.8108381032943726, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7713336944580078} 
{'loss': 0.7512111663818359, 'total-trian_loss': 0.7512111663818359, 'total-train-accuracy': 0.710913896560669, 'bla-recall': 0.5871613621711731, 'lyt-recall': 0.6928955316543579, 'ngb-recall': 0.001406469731591642, 'ngs-recall': 0.7811627388000488, 'bla-precision': 0.8253311514854431, 'lyt-precision': 0.8105960488319397, 'ngb-precision': 0.1428571492433548, 'ngs-precision': 0.7711779475212097} 
