{'loss': 0.2792145013809204, 'total-trian_loss': 0.2792145013809204, 'total-train-accuracy': 0.9375, 'bla-recall': 1.0, 'lyt-recall': 0.9090909361839294, 'ngb-recall': 0.5, 'ngs-recall': 0.9375, 'bla-precision': 1.0, 'lyt-precision': 1.0, 'ngb-precision': 0.5, 'ngs-precision': 1.0} 
{'loss': 0.37148818373680115, 'total-trian_loss': 0.37148818373680115, 'total-train-accuracy': 0.869848906993866, 'bla-recall': 0.8222697973251343, 'lyt-recall': 0.926877498626709, 'ngb-recall': 0.47507330775260925, 'ngs-recall': 0.9194139242172241, 'bla-precision': 0.8807339668273926, 'lyt-precision': 0.9232283234596252, 'ngb-precision': 0.7431192398071289, 'ngs-precision': 0.8722849488258362} 
{'loss': 0.36722633242607117, 'total-trian_loss': 0.36722633242607117, 'total-train-accuracy': 0.8694661259651184, 'bla-recall': 0.828000009059906, 'lyt-recall': 0.9245994091033936, 'ngb-recall': 0.4765840172767639, 'ngs-recall': 0.9189895391464233, 'bla-precision': 0.8827292323112488, 'lyt-precision': 0.9237288236618042, 'ngb-precision': 0.7456896305084229, 'ngs-precision': 0.8704620599746704} 
{'loss': 0.36655566096305847, 'total-trian_loss': 0.36655566096305847, 'total-train-accuracy': 0.8697401285171509, 'bla-recall': 0.8301886916160583, 'lyt-recall': 0.9260594844818115, 'ngb-recall': 0.47680413722991943, 'ngs-recall': 0.9203319549560547, 'bla-precision': 0.8870967626571655, 'lyt-precision': 0.9219030737876892, 'ngb-precision': 0.7520325183868408, 'ngs-precision': 0.8691222667694092} 
{'loss': 0.36921846866607666, 'total-trian_loss': 0.36921846866607666, 'total-train-accuracy': 0.8679245114326477, 'bla-recall': 0.8297101259231567, 'lyt-recall': 0.9263431429862976, 'ngb-recall': 0.48148149251937866, 'ngs-recall': 0.9149101972579956, 'bla-precision': 0.88416987657547, 'lyt-precision': 0.9207579493522644, 'ngb-precision': 0.7386363744735718, 'ngs-precision': 0.8713754415512085} 
{'loss': 0.3667584955692291, 'total-trian_loss': 0.3667584955692291, 'total-train-accuracy': 0.869087815284729, 'bla-recall': 0.8318890929222107, 'lyt-recall': 0.9267886877059937, 'ngb-recall': 0.48826292157173157, 'ngs-recall': 0.9146251082420349, 'bla-precision': 0.8856088519096375, 'lyt-precision': 0.9229494333267212, 'ngb-precision': 0.73758864402771, 'ngs-precision': 0.8719037771224976} 
{'loss': 0.3697507977485657, 'total-trian_loss': 0.3697507977485657, 'total-train-accuracy': 0.8684990406036377, 'bla-recall': 0.830033004283905, 'lyt-recall': 0.9249800443649292, 'ngb-recall': 0.4864864945411682, 'ngs-recall': 0.9154829382896423, 'bla-precision': 0.8855633735656738, 'lyt-precision': 0.923505961894989, 'ngb-precision': 0.7422680258750916, 'ngs-precision': 0.870357871055603} 
{'loss': 0.3686543107032776, 'total-trian_loss': 0.3686543107032776, 'total-train-accuracy': 0.8690260648727417, 'bla-recall': 0.8301886916160583, 'lyt-recall': 0.9258687496185303, 'ngb-recall': 0.4912663698196411, 'ngs-recall': 0.9129554629325867, 'bla-precision': 0.8888888955116272, 'lyt-precision': 0.9223076701164246, 'ngb-precision': 0.7305194735527039, 'ngs-precision': 0.8729032278060913} 
{'loss': 0.36388978362083435, 'total-trian_loss': 0.36388978362083435, 'total-train-accuracy': 0.870751678943634, 'bla-recall': 0.8325722813606262, 'lyt-recall': 0.924332320690155, 'ngb-recall': 0.49682876467704773, 'ngs-recall': 0.9156471490859985, 'bla-precision': 0.8851132392883301, 'lyt-precision': 0.9229629635810852, 'ngb-precision': 0.7366771101951599, 'ngs-precision': 0.8756157755851746} 
{'loss': 0.364172101020813, 'total-trian_loss': 0.364172101020813, 'total-train-accuracy': 0.8704366683959961, 'bla-recall': 0.8350515365600586, 'lyt-recall': 0.9239052534103394, 'ngb-recall': 0.4930417537689209, 'ngs-recall': 0.9170792102813721, 'bla-precision': 0.8873239159584045, 'lyt-precision': 0.923242449760437, 'ngb-precision': 0.742514967918396, 'ngs-precision': 0.8722777962684631} 
{'loss': 0.3641428053379059, 'total-trian_loss': 0.3641428053379059, 'total-train-accuracy': 0.8694552779197693, 'bla-recall': 0.8321579694747925, 'lyt-recall': 0.925259530544281, 'ngb-recall': 0.48757171630859375, 'ngs-recall': 0.9169653654098511, 'bla-precision': 0.889894425868988, 'lyt-precision': 0.9214335083961487, 'ngb-precision': 0.7434402108192444, 'ngs-precision': 0.8701813817024231} 
{'loss': 0.36307820677757263, 'total-trian_loss': 0.36307820677757263, 'total-train-accuracy': 0.869208574295044, 'bla-recall': 0.8312925100326538, 'lyt-recall': 0.9250165820121765, 'ngb-recall': 0.48168498277664185, 'ngs-recall': 0.9193267822265625, 'bla-precision': 0.8906705379486084, 'lyt-precision': 0.9219576716423035, 'ngb-precision': 0.7492877244949341, 'ngs-precision': 0.866995096206665} 
{'loss': 0.36102649569511414, 'total-trian_loss': 0.36102649569511414, 'total-train-accuracy': 0.8694069981575012, 'bla-recall': 0.8300395011901855, 'lyt-recall': 0.9256410002708435, 'ngb-recall': 0.4912891983985901, 'ngs-recall': 0.9190101027488708, 'bla-precision': 0.8910890817642212, 'lyt-precision': 0.9220945239067078, 'ngb-precision': 0.7519999742507935, 'ngs-precision': 0.8682252764701843} 
{'loss': 0.35955435037612915, 'total-trian_loss': 0.35955435037612915, 'total-train-accuracy': 0.8695921897888184, 'bla-recall': 0.8297604322433472, 'lyt-recall': 0.926224410533905, 'ngb-recall': 0.4974958300590515, 'ngs-recall': 0.9184008836746216, 'bla-precision': 0.8915989398956299, 'lyt-precision': 0.9216532707214355, 'ngb-precision': 0.7563451528549194, 'ngs-precision': 0.8680124282836914} 
{'loss': 0.3598470985889435, 'total-trian_loss': 0.3598470985889435, 'total-train-accuracy': 0.8691644668579102, 'bla-recall': 0.8310893774032593, 'lyt-recall': 0.9262147545814514, 'ngb-recall': 0.5032467246055603, 'ngs-recall': 0.9143310189247131, 'bla-precision': 0.8899082541465759, 'lyt-precision': 0.9223417043685913, 'ngb-precision': 0.7469879388809204, 'ngs-precision': 0.8692810535430908} 
{'loss': 0.3580467402935028, 'total-trian_loss': 0.3580467402935028, 'total-train-accuracy': 0.870704710483551, 'bla-recall': 0.8331360816955566, 'lyt-recall': 0.925451397895813, 'ngb-recall': 0.5117371082305908, 'ngs-recall': 0.9164102673530579, 'bla-precision': 0.8900126218795776, 'lyt-precision': 0.9233003854751587, 'ngb-precision': 0.7569444179534912, 'ngs-precision': 0.870433509349823} 
{'loss': 0.3575207591056824, 'total-trian_loss': 0.3575207591056824, 'total-train-accuracy': 0.8704575300216675, 'bla-recall': 0.8323699235916138, 'lyt-recall': 0.927282989025116, 'ngb-recall': 0.5067264437675476, 'ngs-recall': 0.9176235795021057, 'bla-precision': 0.8910890817642212, 'lyt-precision': 0.9236384034156799, 'ngb-precision': 0.7617977261543274, 'ngs-precision': 0.8677998185157776} 
{'loss': 0.35831019282341003, 'total-trian_loss': 0.35831019282341003, 'total-train-accuracy': 0.8698592782020569, 'bla-recall': 0.8327721953392029, 'lyt-recall': 0.9262295365333557, 'ngb-recall': 0.5058308839797974, 'ngs-recall': 0.9176356792449951, 'bla-precision': 0.8918269276618958, 'lyt-precision': 0.922700047492981, 'ngb-precision': 0.7592997550964355, 'ngs-precision': 0.8676133751869202} 
{'loss': 0.35947078466415405, 'total-trian_loss': 0.35947078466415405, 'total-train-accuracy': 0.8698277473449707, 'bla-recall': 0.8307860493659973, 'lyt-recall': 0.9251989126205444, 'ngb-recall': 0.5112359523773193, 'ngs-recall': 0.9183191657066345, 'bla-precision': 0.8900584578514099, 'lyt-precision': 0.9232398271560669, 'ngb-precision': 0.7647058963775635, 'ngs-precision': 0.8667557835578918} 
{'loss': 0.3585600256919861, 'total-trian_loss': 0.3585600256919861, 'total-train-accuracy': 0.8701433539390564, 'bla-recall': 0.8322717547416687, 'lyt-recall': 0.9251806139945984, 'ngb-recall': 0.5170531868934631, 'ngs-recall': 0.9168962240219116, 'bla-precision': 0.891922652721405, 'lyt-precision': 0.923750638961792, 'ngb-precision': 0.7610442042350769, 'ngs-precision': 0.8678835034370422} 
{'loss': 0.3614136576652527, 'total-trian_loss': 0.3614136576652527, 'total-train-accuracy': 0.868257462978363, 'bla-recall': 0.8305785059928894, 'lyt-recall': 0.9243108034133911, 'ngb-recall': 0.5159150958061218, 'ngs-recall': 0.9136078953742981, 'bla-precision': 0.8903654217720032, 'lyt-precision': 0.922461211681366, 'ngb-precision': 0.7509652376174927, 'ngs-precision': 0.867772102355957} 
{'loss': 0.3591645359992981, 'total-trian_loss': 0.3591645359992981, 'total-train-accuracy': 0.869415819644928, 'bla-recall': 0.8335015177726746, 'lyt-recall': 0.9246575236320496, 'ngb-recall': 0.5169270634651184, 'ngs-recall': 0.9137781858444214, 'bla-precision': 0.891046404838562, 'lyt-precision': 0.923302412033081, 'ngb-precision': 0.751893937587738, 'ngs-precision': 0.8693322539329529} 
{'loss': 0.3564344048500061, 'total-trian_loss': 0.3564344048500061, 'total-train-accuracy': 0.8706745505332947, 'bla-recall': 0.8354554176330566, 'lyt-recall': 0.9243217706680298, 'ngb-recall': 0.5147247314453125, 'ngs-recall': 0.9155405163764954, 'bla-precision': 0.8931937217712402, 'lyt-precision': 0.9243217706680298, 'ngb-precision': 0.7528089880943298, 'ngs-precision': 0.8696349859237671} 
{'loss': 0.358214795589447, 'total-trian_loss': 0.358214795589447, 'total-train-accuracy': 0.8693826794624329, 'bla-recall': 0.8342857360839844, 'lyt-recall': 0.9250465631484985, 'ngb-recall': 0.503731369972229, 'ngs-recall': 0.9164265394210815, 'bla-precision': 0.89570552110672, 'lyt-precision': 0.9233271479606628, 'ngb-precision': 0.7527881264686584, 'ngs-precision': 0.8661478757858276} 
{'loss': 0.35763782262802124, 'total-trian_loss': 0.35763782262802124, 'total-train-accuracy': 0.8690638542175293, 'bla-recall': 0.8347417712211609, 'lyt-recall': 0.9247165322303772, 'ngb-recall': 0.5011990666389465, 'ngs-recall': 0.9175713658332825, 'bla-precision': 0.8952668905258179, 'lyt-precision': 0.9247165322303772, 'ngb-precision': 0.7558770179748535, 'ngs-precision': 0.8634127974510193} 
{'loss': 0.35739096999168396, 'total-trian_loss': 0.35739096999168396, 'total-train-accuracy': 0.8700933456420898, 'bla-recall': 0.8357798457145691, 'lyt-recall': 0.923922598361969, 'ngb-recall': 0.5070587992668152, 'ngs-recall': 0.9180133938789368, 'bla-precision': 0.8931372761726379, 'lyt-precision': 0.9259585738182068, 'ngb-precision': 0.7561403512954712, 'ngs-precision': 0.8648347854614258} 
{'loss': 0.35920026898384094, 'total-trian_loss': 0.35920026898384094, 'total-train-accuracy': 0.8703516125679016, 'bla-recall': 0.8349864482879639, 'lyt-recall': 0.9248281717300415, 'ngb-recall': 0.5137614607810974, 'ngs-recall': 0.915065348148346, 'bla-precision': 0.8938223719596863, 'lyt-precision': 0.9260215163230896, 'ngb-precision': 0.7516778707504272, 'ngs-precision': 0.8661331534385681} 
{'loss': 0.3608172833919525, 'total-trian_loss': 0.3608172833919525, 'total-train-accuracy': 0.8696082830429077, 'bla-recall': 0.8320070505142212, 'lyt-recall': 0.9257861375808716, 'ngb-recall': 0.5107587575912476, 'ngs-recall': 0.9127994179725647, 'bla-precision': 0.894486665725708, 'lyt-precision': 0.9246231317520142, 'ngb-precision': 0.7405582666397095, 'ngs-precision': 0.8673542141914368} 
{'loss': 0.3618875741958618, 'total-trian_loss': 0.3618875741958618, 'total-train-accuracy': 0.8688977956771851, 'bla-recall': 0.8324697613716125, 'lyt-recall': 0.9266092777252197, 'ngb-recall': 0.5049505233764648, 'ngs-recall': 0.9130275249481201, 'bla-precision': 0.8950788974761963, 'lyt-precision': 0.9239574670791626, 'ngb-precision': 0.743922233581543, 'ngs-precision': 0.8653913140296936} 
{'loss': 0.36214324831962585, 'total-trian_loss': 0.36214324831962585, 'total-train-accuracy': 0.8683534264564514, 'bla-recall': 0.834319531917572, 'lyt-recall': 0.9242485165596008, 'ngb-recall': 0.5075430870056152, 'ngs-recall': 0.9127468466758728, 'bla-precision': 0.8907942175865173, 'lyt-precision': 0.9242485165596008, 'ngb-precision': 0.7429022192955017, 'ngs-precision': 0.8660988211631775} 
{'loss': 0.36139604449272156, 'total-trian_loss': 0.36139604449272156, 'total-train-accuracy': 0.8684942126274109, 'bla-recall': 0.8377483487129211, 'lyt-recall': 0.9233791828155518, 'ngb-recall': 0.5131717324256897, 'ngs-recall': 0.910845935344696, 'bla-precision': 0.8892794251441956, 'lyt-precision': 0.9244689345359802, 'ngb-precision': 0.740121603012085, 'ngs-precision': 0.8676028251647949} 
{'loss': 0.361955463886261, 'total-trian_loss': 0.361955463886261, 'total-train-accuracy': 0.8682401776313782, 'bla-recall': 0.8383185267448425, 'lyt-recall': 0.9219530820846558, 'ngb-recall': 0.5160289406776428, 'ngs-recall': 0.91087406873703, 'bla-precision': 0.8870829939842224, 'lyt-precision': 0.9240847826004028, 'ngb-precision': 0.7381656765937805, 'ngs-precision': 0.8687233328819275} 
{'loss': 0.35989129543304443, 'total-trian_loss': 0.35989129543304443, 'total-train-accuracy': 0.8690128326416016, 'bla-recall': 0.839144229888916, 'lyt-recall': 0.9222389459609985, 'ngb-recall': 0.5167853236198425, 'ngs-recall': 0.9119433164596558, 'bla-precision': 0.8884228467941284, 'lyt-precision': 0.925018846988678, 'ngb-precision': 0.7394468784332275, 'ngs-precision': 0.868852436542511} 
{'loss': 0.35850024223327637, 'total-trian_loss': 0.35850024223327637, 'total-train-accuracy': 0.8690075874328613, 'bla-recall': 0.836448609828949, 'lyt-recall': 0.9231617450714111, 'ngb-recall': 0.515999972820282, 'ngs-recall': 0.9121242165565491, 'bla-precision': 0.889072835445404, 'lyt-precision': 0.9252026677131653, 'ngb-precision': 0.7371428608894348, 'ngs-precision': 0.8690588474273682} 
{'loss': 0.35866913199424744, 'total-trian_loss': 0.35866913199424744, 'total-train-accuracy': 0.8690025806427002, 'bla-recall': 0.8361408710479736, 'lyt-recall': 0.9218018054962158, 'ngb-recall': 0.5182266235351562, 'ngs-recall': 0.9114701151847839, 'bla-precision': 0.8870836496353149, 'lyt-precision': 0.9248011708259583, 'ngb-precision': 0.7356643080711365, 'ngs-precision': 0.8704103827476501} 
{'loss': 0.3581934869289398, 'total-trian_loss': 0.3581934869289398, 'total-train-accuracy': 0.8694767355918884, 'bla-recall': 0.8345864415168762, 'lyt-recall': 0.9222065210342407, 'ngb-recall': 0.5197305083274841, 'ngs-recall': 0.9131261706352234, 'bla-precision': 0.8880000114440918, 'lyt-precision': 0.9238398671150208, 'ngb-precision': 0.7407407164573669, 'ngs-precision': 0.8706166744232178} 
{'loss': 0.35782408714294434, 'total-trian_loss': 0.35782408714294434, 'total-train-accuracy': 0.8695805668830872, 'bla-recall': 0.8329654335975647, 'lyt-recall': 0.9219021201133728, 'ngb-recall': 0.5184484124183655, 'ngs-recall': 0.9141256809234619, 'bla-precision': 0.8885400295257568, 'lyt-precision': 0.9238260984420776, 'ngb-precision': 0.7395411729812622, 'ngs-precision': 0.8710346817970276} 
{'loss': 0.3575550317764282, 'total-trian_loss': 0.3575550317764282, 'total-train-accuracy': 0.8688732385635376, 'bla-recall': 0.8332124948501587, 'lyt-recall': 0.9204352498054504, 'ngb-recall': 0.5177238583564758, 'ngs-recall': 0.9136931896209717, 'bla-precision': 0.8845265507698059, 'lyt-precision': 0.9245218634605408, 'ngb-precision': 0.7380319237709045, 'ngs-precision': 0.8714368939399719} 
{'loss': 0.3577819764614105, 'total-trian_loss': 0.3577819764614105, 'total-train-accuracy': 0.8690974712371826, 'bla-recall': 0.8341672420501709, 'lyt-recall': 0.9185308814048767, 'ngb-recall': 0.51752769947052, 'ngs-recall': 0.9141067862510681, 'bla-precision': 0.8820861577987671, 'lyt-precision': 0.9243951439857483, 'ngb-precision': 0.737187922000885, 'ngs-precision': 0.8729706406593323} 
{'loss': 0.3584520220756531, 'total-trian_loss': 0.3584520220756531, 'total-train-accuracy': 0.8686464428901672, 'bla-recall': 0.8302945494651794, 'lyt-recall': 0.9189898371696472, 'ngb-recall': 0.516833484172821, 'ngs-recall': 0.914544939994812, 'bla-precision': 0.8822652697563171, 'lyt-precision': 0.9226210117340088, 'ngb-precision': 0.7367056012153625, 'ngs-precision': 0.8733929395675659} 
{'loss': 0.35737451910972595, 'total-trian_loss': 0.35737451910972595, 'total-train-accuracy': 0.8688668012619019, 'bla-recall': 0.829318642616272, 'lyt-recall': 0.920322597026825, 'ngb-recall': 0.5138764381408691, 'ngs-recall': 0.9158287644386292, 'bla-precision': 0.8840792179107666, 'lyt-precision': 0.9221072793006897, 'ngb-precision': 0.7377892136573792, 'ngs-precision': 0.8729463219642639} 
{'loss': 0.3571629226207733, 'total-trian_loss': 0.3571629226207733, 'total-train-accuracy': 0.8692944049835205, 'bla-recall': 0.8284942507743835, 'lyt-recall': 0.9200761318206787, 'ngb-recall': 0.5163571834564209, 'ngs-recall': 0.9156796336174011, 'bla-precision': 0.8852813839912415, 'lyt-precision': 0.9218302965164185, 'ngb-precision': 0.7373737096786499, 'ngs-precision': 0.8740242123603821} 
{'loss': 0.3576080799102783, 'total-trian_loss': 0.3576080799102783, 'total-train-accuracy': 0.8688628673553467, 'bla-recall': 0.8288947939872742, 'lyt-recall': 0.9198378324508667, 'ngb-recall': 0.5125758647918701, 'ngs-recall': 0.9160664677619934, 'bla-precision': 0.8823529481887817, 'lyt-precision': 0.9224272966384888, 'ngb-precision': 0.7387499809265137, 'ngs-precision': 0.8727896809577942} 
{'loss': 0.357586145401001, 'total-trian_loss': 0.357586145401001, 'total-train-accuracy': 0.8681341409683228, 'bla-recall': 0.8284409642219543, 'lyt-recall': 0.9183548092842102, 'ngb-recall': 0.5102739930152893, 'ngs-recall': 0.9158496856689453, 'bla-precision': 0.8807212114334106, 'lyt-precision': 0.9214659929275513, 'ngb-precision': 0.7348951697349548, 'ngs-precision': 0.8728263974189758} 
{'loss': 0.3569824695587158, 'total-trian_loss': 0.3569824695587158, 'total-train-accuracy': 0.8682463765144348, 'bla-recall': 0.8279845714569092, 'lyt-recall': 0.9182808995246887, 'ngb-recall': 0.5100671052932739, 'ngs-recall': 0.9167781472206116, 'bla-precision': 0.881147563457489, 'lyt-precision': 0.9213483333587646, 'ngb-precision': 0.7360774874687195, 'ngs-precision': 0.8728662133216858} 
{'loss': 0.35688576102256775, 'total-trian_loss': 0.35688576102256775, 'total-train-accuracy': 0.8684554100036621, 'bla-recall': 0.8283723592758179, 'lyt-recall': 0.9170629978179932, 'ngb-recall': 0.5099173784255981, 'ngs-recall': 0.9178515076637268, 'bla-precision': 0.8819959759712219, 'lyt-precision': 0.9219964146614075, 'ngb-precision': 0.7362768650054932, 'ngs-precision': 0.8728092312812805} 
{'loss': 0.3565949499607086, 'total-trian_loss': 0.3565949499607086, 'total-train-accuracy': 0.8684601187705994, 'bla-recall': 0.8265179395675659, 'lyt-recall': 0.9178602695465088, 'ngb-recall': 0.5077677965164185, 'ngs-recall': 0.918505072593689, 'bla-precision': 0.8834437131881714, 'lyt-precision': 0.921631932258606, 'ngb-precision': 0.7349112629890442, 'ngs-precision': 0.8727496862411499} 
{'loss': 0.3574178218841553, 'total-trian_loss': 0.3574178218841553, 'total-train-accuracy': 0.8680751919746399, 'bla-recall': 0.8265119194984436, 'lyt-recall': 0.9179147481918335, 'ngb-recall': 0.5100563168525696, 'ngs-recall': 0.9170706868171692, 'bla-precision': 0.8837361335754395, 'lyt-precision': 0.9210982918739319, 'ngb-precision': 0.7312572002410889, 'ngs-precision': 0.8729657530784607} 
{'loss': 0.35896268486976624, 'total-trian_loss': 0.35896268486976624, 'total-train-accuracy': 0.868085503578186, 'bla-recall': 0.828228235244751, 'lyt-recall': 0.9185815453529358, 'ngb-recall': 0.5083135366439819, 'ngs-recall': 0.9165409803390503, 'bla-precision': 0.8834080696105957, 'lyt-precision': 0.9209328889846802, 'ngb-precision': 0.7287173867225647, 'ngs-precision': 0.8735026121139526} 
{'loss': 0.36003461480140686, 'total-trian_loss': 0.36003461480140686, 'total-train-accuracy': 0.8671513795852661, 'bla-recall': 0.8288928270339966, 'lyt-recall': 0.9186241626739502, 'ngb-recall': 0.5054263472557068, 'ngs-recall': 0.9155104160308838, 'bla-precision': 0.8832807540893555, 'lyt-precision': 0.9204258918762207, 'ngb-precision': 0.7293064594268799, 'ngs-precision': 0.8716678619384766} 
