{'loss': 0.07786281406879425, 'total-trian_loss': 0.07786281406879425, 'total-train-accuracy': 1.0, 'bla-recall': 1.0, 'lyt-recall': 1.0, 'ngb-recall': 1.0, 'ngs-recall': 1.0, 'bla-precision': 1.0, 'lyt-precision': 1.0, 'ngb-precision': 1.0, 'ngs-precision': 1.0} 
{'loss': 0.1515444964170456, 'total-trian_loss': 0.1515444964170456, 'total-train-accuracy': 0.95703125, 'bla-recall': 0.9407665729522705, 'lyt-recall': 0.9785832166671753, 'ngb-recall': 0.870192289352417, 'ngs-recall': 0.960869550704956, 'bla-precision': 0.957446813583374, 'lyt-precision': 0.9674267172813416, 'ngb-precision': 0.8829268217086792, 'ngs-precision': 0.9721407890319824} 
{'loss': 0.143727645277977, 'total-trian_loss': 0.143727645277977, 'total-train-accuracy': 0.9595286846160889, 'bla-recall': 0.9455128312110901, 'lyt-recall': 0.9802431464195251, 'ngb-recall': 0.8846153616905212, 'ngs-recall': 0.9612299203872681, 'bla-precision': 0.9609120488166809, 'lyt-precision': 0.969924807548523, 'ngb-precision': 0.8884119987487793, 'ngs-precision': 0.9742547273635864} 
{'loss': 0.14876560866832733, 'total-trian_loss': 0.14876560866832733, 'total-train-accuracy': 0.9578598737716675, 'bla-recall': 0.9489489197731018, 'lyt-recall': 0.9779917597770691, 'ngb-recall': 0.8795180916786194, 'ngs-recall': 0.9589040875434875, 'bla-precision': 0.9546827673912048, 'lyt-precision': 0.9713114500045776, 'ngb-precision': 0.8830645084381104, 'ngs-precision': 0.9734513163566589} 
{'loss': 0.14977911114692688, 'total-trian_loss': 0.14977911114692688, 'total-train-accuracy': 0.9568662047386169, 'bla-recall': 0.949438214302063, 'lyt-recall': 0.9748743772506714, 'ngb-recall': 0.8754717111587524, 'ngs-recall': 0.9590643048286438, 'bla-precision': 0.949438214302063, 'lyt-precision': 0.9724310636520386, 'ngb-precision': 0.8821292519569397, 'ngs-precision': 0.971563994884491} 
{'loss': 0.15193238854408264, 'total-trian_loss': 0.15193238854408264, 'total-train-accuracy': 0.9539473652839661, 'bla-recall': 0.9441489577293396, 'lyt-recall': 0.9732558131217957, 'ngb-recall': 0.8668941855430603, 'ngs-recall': 0.9590254426002502, 'bla-precision': 0.9441489577293396, 'lyt-precision': 0.9698725342750549, 'ngb-precision': 0.8881118893623352, 'ngs-precision': 0.9675977826118469} 
{'loss': 0.15269646048545837, 'total-trian_loss': 0.15269646048545837, 'total-train-accuracy': 0.9525462985038757, 'bla-recall': 0.936117947101593, 'lyt-recall': 0.9739130139350891, 'ngb-recall': 0.8666666746139526, 'ngs-recall': 0.9589473605155945, 'bla-precision': 0.9477611780166626, 'lyt-precision': 0.9665588140487671, 'ngb-precision': 0.8892508149147034, 'ngs-precision': 0.9660657644271851} 
{'loss': 0.15553893148899078, 'total-trian_loss': 0.15553893148899078, 'total-train-accuracy': 0.9509447813034058, 'bla-recall': 0.9328703880310059, 'lyt-recall': 0.9743062853813171, 'ngb-recall': 0.8694362044334412, 'ngs-recall': 0.9554455280303955, 'bla-precision': 0.9460093975067139, 'lyt-precision': 0.9643946886062622, 'ngb-precision': 0.8825300931930542, 'ngs-precision': 0.9669338464736938} 
{'loss': 0.1565842628479004, 'total-trian_loss': 0.1565842628479004, 'total-train-accuracy': 0.9512362480163574, 'bla-recall': 0.9334811568260193, 'lyt-recall': 0.972736120223999, 'ngb-recall': 0.8735954761505127, 'ngs-recall': 0.9564007520675659, 'bla-precision': 0.9418344497680664, 'lyt-precision': 0.9642857313156128, 'ngb-precision': 0.8835227489471436, 'ngs-precision': 0.9689849615097046} 
{'loss': 0.15939411520957947, 'total-trian_loss': 0.15939411520957947, 'total-train-accuracy': 0.9488932490348816, 'bla-recall': 0.9323467016220093, 'lyt-recall': 0.968372106552124, 'ngb-recall': 0.8703703880310059, 'ngs-recall': 0.9563699960708618, 'bla-precision': 0.9343220591545105, 'lyt-precision': 0.9638888835906982, 'ngb-precision': 0.8820375204086304, 'ngs-precision': 0.9664903283119202} 
{'loss': 0.15856337547302246, 'total-trian_loss': 0.15856337547302246, 'total-train-accuracy': 0.9492574334144592, 'bla-recall': 0.9321357011795044, 'lyt-recall': 0.9698314070701599, 'ngb-recall': 0.8703241944313049, 'ngs-recall': 0.9567747116088867, 'bla-precision': 0.9377509951591492, 'lyt-precision': 0.9638447761535645, 'ngb-precision': 0.8857868313789368, 'ngs-precision': 0.9656040072441101} 
{'loss': 0.15908657014369965, 'total-trian_loss': 0.15908657014369965, 'total-train-accuracy': 0.9492924809455872, 'bla-recall': 0.9300566911697388, 'lyt-recall': 0.9701365232467651, 'ngb-recall': 0.8625592589378357, 'ngs-recall': 0.9590228796005249, 'bla-precision': 0.9407265782356262, 'lyt-precision': 0.9635593295097351, 'ngb-precision': 0.8899755477905273, 'ngs-precision': 0.9628164768218994} 
{'loss': 0.1571304202079773, 'total-trian_loss': 0.1571304202079773, 'total-train-accuracy': 0.9501689076423645, 'bla-recall': 0.9307832717895508, 'lyt-recall': 0.9716139435768127, 'ngb-recall': 0.8642534017562866, 'ngs-recall': 0.9593373537063599, 'bla-precision': 0.9428044557571411, 'lyt-precision': 0.9645732641220093, 'ngb-precision': 0.8904429078102112, 'ngs-precision': 0.9636913537979126} 
{'loss': 0.1561199575662613, 'total-trian_loss': 0.1561199575662613, 'total-train-accuracy': 0.9501616358757019, 'bla-recall': 0.9316987991333008, 'lyt-recall': 0.9713844060897827, 'ngb-recall': 0.8633405566215515, 'ngs-recall': 0.9589040875434875, 'bla-precision': 0.9432623982429504, 'lyt-precision': 0.9639294147491455, 'ngb-precision': 0.890380322933197, 'ngs-precision': 0.9637681245803833} 
{'loss': 0.15959012508392334, 'total-trian_loss': 0.15959012508392334, 'total-train-accuracy': 0.9483470916748047, 'bla-recall': 0.9298831224441528, 'lyt-recall': 0.971025288105011, 'ngb-recall': 0.8609958291053772, 'ngs-recall': 0.9564014077186584, 'bla-precision': 0.942470371723175, 'lyt-precision': 0.9624447822570801, 'ngb-precision': 0.884861409664154, 'ngs-precision': 0.9630662202835083} 
{'loss': 0.1603207141160965, 'total-trian_loss': 0.1603207141160965, 'total-train-accuracy': 0.9489087462425232, 'bla-recall': 0.9317073225975037, 'lyt-recall': 0.9715302586555481, 'ngb-recall': 0.8602794408798218, 'ngs-recall': 0.9563203454017639, 'bla-precision': 0.9424341917037964, 'lyt-precision': 0.9639830589294434, 'ngb-precision': 0.8850102424621582, 'ngs-precision': 0.9626915454864502} 
{'loss': 0.15960612893104553, 'total-trian_loss': 0.15960612893104553, 'total-train-accuracy': 0.9489504098892212, 'bla-recall': 0.9295774698257446, 'lyt-recall': 0.9719178080558777, 'ngb-recall': 0.8647618889808655, 'ngs-recall': 0.9553571343421936, 'bla-precision': 0.9428571462631226, 'lyt-precision': 0.9633401036262512, 'ngb-precision': 0.8849902749061584, 'ngs-precision': 0.9633440375328064} 
{'loss': 0.15985558927059174, 'total-trian_loss': 0.15985558927059174, 'total-train-accuracy': 0.9482996463775635, 'bla-recall': 0.9269746541976929, 'lyt-recall': 0.9722038507461548, 'ngb-recall': 0.8681318759918213, 'ngs-recall': 0.9538177251815796, 'bla-precision': 0.9452887773513794, 'lyt-precision': 0.9613874554634094, 'ngb-precision': 0.8826815485954285, 'ngs-precision': 0.9639078974723816} 
{'loss': 0.1583278924226761, 'total-trian_loss': 0.1583278924226761, 'total-train-accuracy': 0.9483599066734314, 'bla-recall': 0.929088294506073, 'lyt-recall': 0.9712460041046143, 'ngb-recall': 0.8658536672592163, 'ngs-recall': 0.9554102420806885, 'bla-precision': 0.9441176652908325, 'lyt-precision': 0.9626345634460449, 'ngb-precision': 0.887499988079071, 'ngs-precision': 0.9622754454612732} 
{'loss': 0.15732018649578094, 'total-trian_loss': 0.15732018649578094, 'total-train-accuracy': 0.9490582346916199, 'bla-recall': 0.9292649030685425, 'lyt-recall': 0.9708978533744812, 'ngb-recall': 0.8710217475891113, 'ngs-recall': 0.9562967419624329, 'bla-precision': 0.9449929594993591, 'lyt-precision': 0.9625537395477295, 'ngb-precision': 0.8904109597206116, 'ngs-precision': 0.9629415273666382} 
{'loss': 0.15861158072948456, 'total-trian_loss': 0.15861158072948456, 'total-train-accuracy': 0.9486755132675171, 'bla-recall': 0.9296149015426636, 'lyt-recall': 0.971839427947998, 'ngb-recall': 0.8709677457809448, 'ngs-recall': 0.9547486305236816, 'bla-precision': 0.9459459185600281, 'lyt-precision': 0.9614700675010681, 'ngb-precision': 0.8866994976997375, 'ngs-precision': 0.96390300989151} 
{'loss': 0.15902182459831238, 'total-trian_loss': 0.15902182459831238, 'total-train-accuracy': 0.948317289352417, 'bla-recall': 0.9322250485420227, 'lyt-recall': 0.9720116853713989, 'ngb-recall': 0.871835470199585, 'ngs-recall': 0.9522275924682617, 'bla-precision': 0.9467532634735107, 'lyt-precision': 0.9624711275100708, 'ngb-precision': 0.8773885369300842, 'ngs-precision': 0.9646546840667725} 
{'loss': 0.1586436927318573, 'total-trian_loss': 0.1586436927318573, 'total-train-accuracy': 0.9477872848510742, 'bla-recall': 0.9320148229598999, 'lyt-recall': 0.9711211919784546, 'ngb-recall': 0.8702290058135986, 'ngs-recall': 0.9526534676551819, 'bla-precision': 0.9448621273040771, 'lyt-precision': 0.962401807308197, 'ngb-precision': 0.8782742619514465, 'ngs-precision': 0.9636842012405396} 
{'loss': 0.15988391637802124, 'total-trian_loss': 0.15988391637802124, 'total-train-accuracy': 0.947477400302887, 'bla-recall': 0.9314903616905212, 'lyt-recall': 0.9713024497032166, 'ngb-recall': 0.8668639063835144, 'ngs-recall': 0.9533132314682007, 'bla-precision': 0.9451219439506531, 'lyt-precision': 0.9617486596107483, 'ngb-precision': 0.8785607218742371, 'ngs-precision': 0.9629817605018616} 
{'loss': 0.16176651418209076, 'total-trian_loss': 0.16176651418209076, 'total-train-accuracy': 0.9471856951713562, 'bla-recall': 0.9321637153625488, 'lyt-recall': 0.9715206623077393, 'ngb-recall': 0.8646723628044128, 'ngs-recall': 0.9532619118690491, 'bla-precision': 0.9454329609870911, 'lyt-precision': 0.9606801271438599, 'ngb-precision': 0.8809869289398193, 'ngs-precision': 0.9621621370315552} 
{'loss': 0.16285066306591034, 'total-trian_loss': 0.16285066306591034, 'total-train-accuracy': 0.9465553760528564, 'bla-recall': 0.9289740920066833, 'lyt-recall': 0.9712793827056885, 'ngb-recall': 0.8640109896659851, 'ngs-recall': 0.9538534879684448, 'bla-precision': 0.9460390210151672, 'lyt-precision': 0.9597523212432861, 'ngb-precision': 0.8821879625320435, 'ngs-precision': 0.9611697196960449} 
{'loss': 0.16331467032432556, 'total-trian_loss': 0.16331467032432556, 'total-train-accuracy': 0.9466505646705627, 'bla-recall': 0.9276315569877625, 'lyt-recall': 0.9720101952552795, 'ngb-recall': 0.8645418286323547, 'ngs-recall': 0.9542090892791748, 'bla-precision': 0.9473684430122375, 'lyt-precision': 0.9597989916801453, 'ngb-precision': 0.8821138143539429, 'ngs-precision': 0.9608756303787231} 
{'loss': 0.16293856501579285, 'total-trian_loss': 0.16293856501579285, 'total-train-accuracy': 0.9465726017951965, 'bla-recall': 0.9297124743461609, 'lyt-recall': 0.970370352268219, 'ngb-recall': 0.8664072751998901, 'ngs-recall': 0.9539918899536133, 'bla-precision': 0.9448052048683167, 'lyt-precision': 0.9604105353355408, 'ngb-precision': 0.8812664747238159, 'ngs-precision': 0.9613636136054993} 
{'loss': 0.16258268058300018, 'total-trian_loss': 0.16258268058300018, 'total-train-accuracy': 0.9461714625358582, 'bla-recall': 0.9299163222312927, 'lyt-recall': 0.9683453440666199, 'ngb-recall': 0.8652393221855164, 'ngs-recall': 0.9552041888237, 'bla-precision': 0.9407407641410828, 'lyt-precision': 0.960970938205719, 'ngb-precision': 0.88416987657547, 'ngs-precision': 0.9602649211883545} 
{'loss': 0.16153950989246368, 'total-trian_loss': 0.16153950989246368, 'total-train-accuracy': 0.9465880393981934, 'bla-recall': 0.9305413961410522, 'lyt-recall': 0.9691588878631592, 'ngb-recall': 0.8662576675415039, 'ngs-recall': 0.955089807510376, 'bla-precision': 0.9420889616012573, 'lyt-precision': 0.9615206122398376, 'ngb-precision': 0.8836045265197754, 'ngs-precision': 0.9604300856590271} 
{'loss': 0.16105075180530548, 'total-trian_loss': 0.16105075180530548, 'total-train-accuracy': 0.946983814239502, 'bla-recall': 0.9314796328544617, 'lyt-recall': 0.9694203734397888, 'ngb-recall': 0.8684210777282715, 'ngs-recall': 0.9549624919891357, 'bla-precision': 0.9427135586738586, 'lyt-precision': 0.9615210294723511, 'ngb-precision': 0.8842874765396118, 'ngs-precision': 0.9609735608100891} 
{'loss': 0.16186654567718506, 'total-trian_loss': 0.16186654567718506, 'total-train-accuracy': 0.9469053149223328, 'bla-recall': 0.9301648736000061, 'lyt-recall': 0.9693469405174255, 'ngb-recall': 0.8676815032958984, 'ngs-recall': 0.9556189179420471, 'bla-precision': 0.9420432448387146, 'lyt-precision': 0.9612334966659546, 'ngb-precision': 0.8853046298027039, 'ngs-precision': 0.9607040286064148} 
{'loss': 0.16100583970546722, 'total-trian_loss': 0.16100583970546722, 'total-train-accuracy': 0.9469786882400513, 'bla-recall': 0.9304099082946777, 'lyt-recall': 0.9696575403213501, 'ngb-recall': 0.8669725060462952, 'ngs-recall': 0.9556260108947754, 'bla-precision': 0.9429951906204224, 'lyt-precision': 0.9617368578910828, 'ngb-precision': 0.8842105269432068, 'ngs-precision': 0.9605734944343567} 
{'loss': 0.15983091294765472, 'total-trian_loss': 0.15983091294765472, 'total-train-accuracy': 0.9474826455116272, 'bla-recall': 0.9317118525505066, 'lyt-recall': 0.9703012108802795, 'ngb-recall': 0.8665919303894043, 'ngs-recall': 0.9560524225234985, 'bla-precision': 0.9440758228302002, 'lyt-precision': 0.9621371626853943, 'ngb-precision': 0.8844393491744995, 'ngs-precision': 0.9608678817749023} 
{'loss': 0.16186510026454926, 'total-trian_loss': 0.16186510026454926, 'total-train-accuracy': 0.9473981857299805, 'bla-recall': 0.9307201504707336, 'lyt-recall': 0.9707846641540527, 'ngb-recall': 0.865217387676239, 'ngs-recall': 0.9563745856285095, 'bla-precision': 0.9453703761100769, 'lyt-precision': 0.9619520306587219, 'ngb-precision': 0.885428249835968, 'ngs-precision': 0.9599848985671997} 
{'loss': 0.1615116000175476, 'total-trian_loss': 0.1615116000175476, 'total-train-accuracy': 0.9475940465927124, 'bla-recall': 0.9324444532394409, 'lyt-recall': 0.9705401062965393, 'ngb-recall': 0.8644610643386841, 'ngs-recall': 0.9567131400108337, 'bla-precision': 0.9450450539588928, 'lyt-precision': 0.9626623392105103, 'ngb-precision': 0.8852459192276001, 'ngs-precision': 0.9598821997642517} 
{'loss': 0.16109907627105713, 'total-trian_loss': 0.16109907627105713, 'total-train-accuracy': 0.947510838508606, 'bla-recall': 0.9318181872367859, 'lyt-recall': 0.9703288078308105, 'ngb-recall': 0.8649214506149292, 'ngs-recall': 0.9564130306243896, 'bla-precision': 0.945035457611084, 'lyt-precision': 0.9622266292572021, 'ngb-precision': 0.8853161931037903, 'ngs-precision': 0.9601865410804749} 
{'loss': 0.16049635410308838, 'total-trian_loss': 0.16049635410308838, 'total-train-accuracy': 0.9478284120559692, 'bla-recall': 0.9305912852287292, 'lyt-recall': 0.9697564840316772, 'ngb-recall': 0.8683673739433289, 'ngs-recall': 0.9573277235031128, 'bla-precision': 0.9443477988243103, 'lyt-precision': 0.9618231654167175, 'ngb-precision': 0.8883090019226074, 'ngs-precision': 0.9610252976417542} 
{'loss': 0.1601480394601822, 'total-trian_loss': 0.1601480394601822, 'total-train-accuracy': 0.9476141333580017, 'bla-recall': 0.9307178854942322, 'lyt-recall': 0.9692544341087341, 'ngb-recall': 0.8703517317771912, 'ngs-recall': 0.9564621448516846, 'bla-precision': 0.944115161895752, 'lyt-precision': 0.9622281789779663, 'ngb-precision': 0.8854805827140808, 'ngs-precision': 0.9614059329032898} 
{'loss': 0.15925554931163788, 'total-trian_loss': 0.15925554931163788, 'total-train-accuracy': 0.948043704032898, 'bla-recall': 0.9317995309829712, 'lyt-recall': 0.9694570302963257, 'ngb-recall': 0.8729063868522644, 'ngs-recall': 0.9561579823493958, 'bla-precision': 0.9442131519317627, 'lyt-precision': 0.9625608325004578, 'ngb-precision': 0.8851149082183838, 'ngs-precision': 0.9622768759727478} 
{'loss': 0.16005577147006989, 'total-trian_loss': 0.16005577147006989, 'total-train-accuracy': 0.9474601745605469, 'bla-recall': 0.9314516186714172, 'lyt-recall': 0.9686115384101868, 'ngb-recall': 0.8693127036094666, 'ngs-recall': 0.9564077258110046, 'bla-precision': 0.9420880675315857, 'lyt-precision': 0.9625688195228577, 'ngb-precision': 0.8856015801429749, 'ngs-precision': 0.9611330628395081} 
{'loss': 0.15940415859222412, 'total-trian_loss': 0.15940415859222412, 'total-train-accuracy': 0.9473876953125, 'bla-recall': 0.9301032423973083, 'lyt-recall': 0.9692140817642212, 'ngb-recall': 0.8677449822425842, 'ngs-recall': 0.9564242362976074, 'bla-precision': 0.9428341388702393, 'lyt-precision': 0.9622437953948975, 'ngb-precision': 0.8854368925094604, 'ngs-precision': 0.9607338309288025} 
{'loss': 0.15887893736362457, 'total-trian_loss': 0.15887893736362457, 'total-train-accuracy': 0.9471982717514038, 'bla-recall': 0.9301961064338684, 'lyt-recall': 0.9691599011421204, 'ngb-recall': 0.8676607608795166, 'ngs-recall': 0.9560163617134094, 'bla-precision': 0.9420174956321716, 'lyt-precision': 0.9626760482788086, 'ngb-precision': 0.8841405510902405, 'ngs-precision': 0.9605429172515869} 
{'loss': 0.15860968828201294, 'total-trian_loss': 0.15860968828201294, 'total-train-accuracy': 0.9470160007476807, 'bla-recall': 0.9267540574073792, 'lyt-recall': 0.969011127948761, 'ngb-recall': 0.8679593801498413, 'ngs-recall': 0.9567484855651855, 'bla-precision': 0.9420062899589539, 'lyt-precision': 0.9619771838188171, 'ngb-precision': 0.8842897415161133, 'ngs-precision': 0.9608749151229858} 
{'loss': 0.15868914127349854, 'total-trian_loss': 0.15868914127349854, 'total-train-accuracy': 0.9469557404518127, 'bla-recall': 0.9275471568107605, 'lyt-recall': 0.9686968326568604, 'ngb-recall': 0.8694469332695007, 'ngs-recall': 0.9561271071434021, 'bla-precision': 0.9410413503646851, 'lyt-precision': 0.9621493816375732, 'ngb-precision': 0.8838709592819214, 'ngs-precision': 0.9610705375671387} 
{'loss': 0.15788745880126953, 'total-trian_loss': 0.15788745880126953, 'total-train-accuracy': 0.9473505616188049, 'bla-recall': 0.9284660816192627, 'lyt-recall': 0.968948245048523, 'ngb-recall': 0.8696808218955994, 'ngs-recall': 0.9564568996429443, 'bla-precision': 0.942365288734436, 'lyt-precision': 0.9625207185745239, 'ngb-precision': 0.8861788511276245, 'ngs-precision': 0.960754930973053} 
{'loss': 0.15918369591236115, 'total-trian_loss': 0.15918369591236115, 'total-train-accuracy': 0.9466192126274109, 'bla-recall': 0.9257925152778625, 'lyt-recall': 0.9679004549980164, 'ngb-recall': 0.8700959086418152, 'ngs-recall': 0.9562279582023621, 'bla-precision': 0.940014660358429, 'lyt-precision': 0.9616010189056396, 'ngb-precision': 0.8855368494987488, 'ngs-precision': 0.96074378490448} 
{'loss': 0.15964767336845398, 'total-trian_loss': 0.15964767336845398, 'total-train-accuracy': 0.9464597702026367, 'bla-recall': 0.9262934327125549, 'lyt-recall': 0.9673286080360413, 'ngb-recall': 0.8712186813354492, 'ngs-recall': 0.955517053604126, 'bla-precision': 0.9382627606391907, 'lyt-precision': 0.9620898365974426, 'ngb-precision': 0.8826619982719421, 'ngs-precision': 0.9613484740257263} 
{'loss': 0.1591801792383194, 'total-trian_loss': 0.1591801792383194, 'total-train-accuracy': 0.9464132189750671, 'bla-recall': 0.9266247153282166, 'lyt-recall': 0.9663098454475403, 'ngb-recall': 0.8715131282806396, 'ngs-recall': 0.9557070136070251, 'bla-precision': 0.9364407062530518, 'lyt-precision': 0.9623706340789795, 'ngb-precision': 0.8842195272445679, 'ngs-precision': 0.9611650705337524} 
{'loss': 0.15897125005722046, 'total-trian_loss': 0.15897125005722046, 'total-train-accuracy': 0.9462626576423645, 'bla-recall': 0.9266117811203003, 'lyt-recall': 0.9665324091911316, 'ngb-recall': 0.8689883947372437, 'ngs-recall': 0.9561575055122375, 'bla-precision': 0.9368932247161865, 'lyt-precision': 0.9620604515075684, 'ngb-precision': 0.8851351141929626, 'ngs-precision': 0.9604488015174866} 
{'loss': 0.1595858335494995, 'total-trian_loss': 0.1595858335494995, 'total-train-accuracy': 0.9462209343910217, 'bla-recall': 0.9272237420082092, 'lyt-recall': 0.9661068916320801, 'ngb-recall': 0.8705978989601135, 'ngs-recall': 0.9556407332420349, 'bla-precision': 0.9360544085502625, 'lyt-precision': 0.9622871279716492, 'ngb-precision': 0.8828903436660767, 'ngs-precision': 0.9611676931381226} 
{'loss': 0.16150158643722534, 'total-trian_loss': 0.16150158643722534, 'total-train-accuracy': 0.9459763169288635, 'bla-recall': 0.9266842603683472, 'lyt-recall': 0.965745210647583, 'ngb-recall': 0.869983971118927, 'ngs-recall': 0.9559935331344604, 'bla-precision': 0.9359573125839233, 'lyt-precision': 0.9616996049880981, 'ngb-precision': 0.8841761946678162, 'ngs-precision': 0.9606619477272034} 
{'loss': 0.16245891153812408, 'total-trian_loss': 0.16245891153812408, 'total-train-accuracy': 0.9454380869865417, 'bla-recall': 0.9272254705429077, 'lyt-recall': 0.9663020968437195, 'ngb-recall': 0.8653543591499329, 'ngs-recall': 0.9555851221084595, 'bla-precision': 0.9369665384292603, 'lyt-precision': 0.9617534279823303, 'ngb-precision': 0.8834404945373535, 'ngs-precision': 0.9589004516601562} 
{'loss': 0.16177815198898315, 'total-trian_loss': 0.16177815198898315, 'total-train-accuracy': 0.9455102682113647, 'bla-recall': 0.9282970428466797, 'lyt-recall': 0.9663084745407104, 'ngb-recall': 0.8654743432998657, 'ngs-recall': 0.9552473425865173, 'bla-precision': 0.9366925358772278, 'lyt-precision': 0.9623951315879822, 'ngb-precision': 0.8819334506988525, 'ngs-precision': 0.9590120911598206} 
{'loss': 0.1621091365814209, 'total-trian_loss': 0.1621091365814209, 'total-train-accuracy': 0.9456775784492493, 'bla-recall': 0.9269981384277344, 'lyt-recall': 0.9662181735038757, 'ngb-recall': 0.8668707013130188, 'ngs-recall': 0.9551892876625061, 'bla-precision': 0.9370229244232178, 'lyt-precision': 0.9618124961853027, 'ngb-precision': 0.8823987245559692, 'ngs-precision': 0.9596377611160278} 
{'loss': 0.16169801354408264, 'total-trian_loss': 0.16169801354408264, 'total-train-accuracy': 0.9458397030830383, 'bla-recall': 0.927688479423523, 'lyt-recall': 0.9665071964263916, 'ngb-recall': 0.8669173121452332, 'ngs-recall': 0.9552276730537415, 'bla-precision': 0.9381250143051147, 'lyt-precision': 0.9621742963790894, 'ngb-precision': 0.8835248947143555, 'ngs-precision': 0.9591315388679504} 
{'loss': 0.1613306850194931, 'total-trian_loss': 0.1613306850194931, 'total-train-accuracy': 0.9459025859832764, 'bla-recall': 0.9277912378311157, 'lyt-recall': 0.9664726853370667, 'ngb-recall': 0.8667653799057007, 'ngs-recall': 0.9555723071098328, 'bla-precision': 0.9386126399040222, 'lyt-precision': 0.9622069001197815, 'ngb-precision': 0.884441077709198, 'ngs-precision': 0.9587005972862244} 
