{'loss': 0.32755908370018005, 'total-trian_loss': 0.32755908370018005, 'total-train-accuracy': 0.84375, 'bla-recall': 0.8333333134651184, 'lyt-recall': 0.875, 'ngb-recall': 0.5, 'ngs-recall': 1.0, 'bla-precision': 0.8333333134651184, 'lyt-precision': 0.875, 'ngb-precision': 1.0, 'ngs-precision': 0.800000011920929} 
{'loss': 0.361090749502182, 'total-trian_loss': 0.361090749502182, 'total-train-accuracy': 0.8675496578216553, 'bla-recall': 0.8288973569869995, 'lyt-recall': 0.9161372184753418, 'ngb-recall': 0.5952000021934509, 'ngs-recall': 0.876355767250061, 'bla-precision': 0.8946648240089417, 'lyt-precision': 0.9321267008781433, 'ngb-precision': 0.6690647602081299, 'ngs-precision': 0.8933112025260925} 
{'loss': 0.36483559012413025, 'total-trian_loss': 0.36483559012413025, 'total-train-accuracy': 0.8675881624221802, 'bla-recall': 0.8304455280303955, 'lyt-recall': 0.9174876809120178, 'ngb-recall': 0.5993883609771729, 'ngs-recall': 0.8756558299064636, 'bla-precision': 0.8946666717529297, 'lyt-precision': 0.9329993724822998, 'ngb-precision': 0.6723842024803162, 'ngs-precision': 0.8939474821090698} 
{'loss': 0.3666960597038269, 'total-trian_loss': 0.3666960597038269, 'total-train-accuracy': 0.8658773303031921, 'bla-recall': 0.8295590281486511, 'lyt-recall': 0.9168660044670105, 'ngb-recall': 0.5976331233978271, 'ngs-recall': 0.8722646236419678, 'bla-precision': 0.8980644941329956, 'lyt-precision': 0.9319148659706116, 'ngb-precision': 0.6644737124443054, 'ngs-precision': 0.8922436237335205} 
{'loss': 0.36653774976730347, 'total-trian_loss': 0.36653774976730347, 'total-train-accuracy': 0.865022599697113, 'bla-recall': 0.8337156176567078, 'lyt-recall': 0.9143855571746826, 'ngb-recall': 0.6000000238418579, 'ngs-recall': 0.8693293929100037, 'bla-precision': 0.8997524976730347, 'lyt-precision': 0.9328579902648926, 'ngb-precision': 0.6556603908538818, 'ngs-precision': 0.893110454082489} 
{'loss': 0.366850346326828, 'total-trian_loss': 0.366850346326828, 'total-train-accuracy': 0.8649488091468811, 'bla-recall': 0.8325842618942261, 'lyt-recall': 0.912895917892456, 'ngb-recall': 0.6099585294723511, 'ngs-recall': 0.8670492768287659, 'bla-precision': 0.8981817960739136, 'lyt-precision': 0.9345686435699463, 'ngb-precision': 0.65625, 'ngs-precision': 0.8939841985702515} 
{'loss': 0.36401650309562683, 'total-trian_loss': 0.36401650309562683, 'total-train-accuracy': 0.8655894994735718, 'bla-recall': 0.8338834047317505, 'lyt-recall': 0.9142544865608215, 'ngb-recall': 0.6097561120986938, 'ngs-recall': 0.867688000202179, 'bla-precision': 0.8991696238517761, 'lyt-precision': 0.935718297958374, 'ngb-precision': 0.6540697813034058, 'ngs-precision': 0.8942583799362183} 
{'loss': 0.3630400598049164, 'total-trian_loss': 0.3630400598049164, 'total-train-accuracy': 0.8663673996925354, 'bla-recall': 0.8308510780334473, 'lyt-recall': 0.9158284664154053, 'ngb-recall': 0.6082337498664856, 'ngs-recall': 0.8705882430076599, 'bla-precision': 0.9008073806762695, 'lyt-precision': 0.9341252446174622, 'ngb-precision': 0.6571018695831299, 'ngs-precision': 0.8940520286560059} 
{'loss': 0.3587905764579773, 'total-trian_loss': 0.3587905764579773, 'total-train-accuracy': 0.867775559425354, 'bla-recall': 0.8345398306846619, 'lyt-recall': 0.9182098507881165, 'ngb-recall': 0.6067708134651184, 'ngs-recall': 0.8715354204177856, 'bla-precision': 0.9036954045295715, 'lyt-precision': 0.9345549941062927, 'ngb-precision': 0.6581920981407166, 'ngs-precision': 0.8955696225166321} 
{'loss': 0.36025476455688477, 'total-trian_loss': 0.36025476455688477, 'total-train-accuracy': 0.8669829964637756, 'bla-recall': 0.8350100517272949, 'lyt-recall': 0.9192982316017151, 'ngb-recall': 0.6007604598999023, 'ngs-recall': 0.8701799511909485, 'bla-precision': 0.9051253795623779, 'lyt-precision': 0.9338085651397705, 'ngb-precision': 0.6537930965423584, 'ngs-precision': 0.8947136402130127} 
{'loss': 0.3579489290714264, 'total-trian_loss': 0.3579489290714264, 'total-train-accuracy': 0.8678252696990967, 'bla-recall': 0.8338249921798706, 'lyt-recall': 0.920349657535553, 'ngb-recall': 0.6024540066719055, 'ngs-recall': 0.8714825510978699, 'bla-precision': 0.9050160050392151, 'lyt-precision': 0.9334975481033325, 'ngb-precision': 0.6608344316482544, 'ngs-precision': 0.8943965435028076} 
{'loss': 0.3599437475204468, 'total-trian_loss': 0.3599437475204468, 'total-train-accuracy': 0.8666045069694519, 'bla-recall': 0.8347742557525635, 'lyt-recall': 0.9180871248245239, 'ngb-recall': 0.6042908430099487, 'ngs-recall': 0.8700819611549377, 'bla-precision': 0.8986556529998779, 'lyt-precision': 0.9335579872131348, 'ngb-precision': 0.6618798971176147, 'ngs-precision': 0.8942712545394897} 
{'loss': 0.35931211709976196, 'total-trian_loss': 0.35931211709976196, 'total-train-accuracy': 0.8672633767127991, 'bla-recall': 0.8359739184379578, 'lyt-recall': 0.9196304678916931, 'ngb-recall': 0.6051103472709656, 'ngs-recall': 0.8696349859237671, 'bla-precision': 0.901507556438446, 'lyt-precision': 0.9338648915290833, 'ngb-precision': 0.6645408272743225, 'ngs-precision': 0.8940206170082092} 
{'loss': 0.3575717806816101, 'total-trian_loss': 0.3575717806816101, 'total-train-accuracy': 0.8677428960800171, 'bla-recall': 0.8363802433013916, 'lyt-recall': 0.9198198318481445, 'ngb-recall': 0.6095890402793884, 'ngs-recall': 0.869242787361145, 'bla-precision': 0.9014778137207031, 'lyt-precision': 0.9332724213600159, 'ngb-precision': 0.6641790866851807, 'ngs-precision': 0.8961770534515381} 
{'loss': 0.35560664534568787, 'total-trian_loss': 0.35560664534568787, 'total-train-accuracy': 0.8687789440155029, 'bla-recall': 0.836314857006073, 'lyt-recall': 0.9204045534133911, 'ngb-recall': 0.6113585829734802, 'ngs-recall': 0.8703280091285706, 'bla-precision': 0.9033816456794739, 'lyt-precision': 0.934374988079071, 'ngb-precision': 0.6678832173347473, 'ngs-precision': 0.8963079452514648} 
{'loss': 0.3528638482093811, 'total-trian_loss': 0.3528638482093811, 'total-train-accuracy': 0.8693438768386841, 'bla-recall': 0.8352223038673401, 'lyt-recall': 0.9218817353248596, 'ngb-recall': 0.612868070602417, 'ngs-recall': 0.8710516691207886, 'bla-precision': 0.9054820537567139, 'lyt-precision': 0.9331585764884949, 'ngb-precision': 0.6690475940704346, 'ngs-precision': 0.8970531821250916} 
{'loss': 0.3538525700569153, 'total-trian_loss': 0.3538525700569153, 'total-train-accuracy': 0.8693307638168335, 'bla-recall': 0.8337618112564087, 'lyt-recall': 0.9221052527427673, 'ngb-recall': 0.6081370711326599, 'ngs-recall': 0.8719158172607422, 'bla-precision': 0.9059590101242065, 'lyt-precision': 0.9339019060134888, 'ngb-precision': 0.6674500703811646, 'ngs-precision': 0.8959731459617615} 
{'loss': 0.3552338778972626, 'total-trian_loss': 0.3552338778972626, 'total-train-accuracy': 0.8702651262283325, 'bla-recall': 0.8366833925247192, 'lyt-recall': 0.9203612208366394, 'ngb-recall': 0.608832836151123, 'ngs-recall': 0.8737103939056396, 'bla-precision': 0.9065335988998413, 'lyt-precision': 0.9353358149528503, 'ngb-precision': 0.6701388955116272, 'ngs-precision': 0.8960233330726624} 
{'loss': 0.35382911562919617, 'total-trian_loss': 0.35382911562919617, 'total-train-accuracy': 0.8703654408454895, 'bla-recall': 0.8381502628326416, 'lyt-recall': 0.9201444387435913, 'ngb-recall': 0.6115108132362366, 'ngs-recall': 0.8723922371864319, 'bla-precision': 0.9054415822029114, 'lyt-precision': 0.93630051612854, 'ngb-precision': 0.6685393452644348, 'ngs-precision': 0.8970325589179993} 
{'loss': 0.35231202840805054, 'total-trian_loss': 0.35231202840805054, 'total-train-accuracy': 0.8709802627563477, 'bla-recall': 0.8375509977340698, 'lyt-recall': 0.920703113079071, 'ngb-recall': 0.6153071522712708, 'ngs-recall': 0.8725289702415466, 'bla-precision': 0.9031690359115601, 'lyt-precision': 0.936804473400116, 'ngb-precision': 0.6714285612106323, 'ngs-precision': 0.898245632648468} 
{'loss': 0.3518030643463135, 'total-trian_loss': 0.3518030643463135, 'total-train-accuracy': 0.8702998161315918, 'bla-recall': 0.8380112051963806, 'lyt-recall': 0.9206712245941162, 'ngb-recall': 0.6118811964988708, 'ngs-recall': 0.8713665008544922, 'bla-precision': 0.9016393423080444, 'lyt-precision': 0.9371117949485779, 'ngb-precision': 0.6673865914344788, 'ngs-precision': 0.8974535465240479} 
{'loss': 0.3526299297809601, 'total-trian_loss': 0.3526299297809601, 'total-train-accuracy': 0.8698953986167908, 'bla-recall': 0.8358209133148193, 'lyt-recall': 0.9215246438980103, 'ngb-recall': 0.6111111044883728, 'ngs-recall': 0.8707883358001709, 'bla-precision': 0.9016948938369751, 'lyt-precision': 0.9358633756637573, 'ngb-precision': 0.6670212745666504, 'ngs-precision': 0.8975050449371338} 
{'loss': 0.3511825203895569, 'total-trian_loss': 0.3511825203895569, 'total-train-accuracy': 0.869873046875, 'bla-recall': 0.8378587961196899, 'lyt-recall': 0.9216977953910828, 'ngb-recall': 0.6077872514724731, 'ngs-recall': 0.8716714978218079, 'bla-precision': 0.902255654335022, 'lyt-precision': 0.937127947807312, 'ngb-precision': 0.668058454990387, 'ngs-precision': 0.8955174684524536} 
{'loss': 0.35079270601272583, 'total-trian_loss': 0.35079270601272583, 'total-train-accuracy': 0.8694923520088196, 'bla-recall': 0.8372623324394226, 'lyt-recall': 0.9212598204612732, 'ngb-recall': 0.6080449223518372, 'ngs-recall': 0.8705103993415833, 'bla-precision': 0.903199315071106, 'lyt-precision': 0.9373634457588196, 'ngb-precision': 0.6653019189834595, 'ngs-precision': 0.8953337669372559} 
{'loss': 0.3504824638366699, 'total-trian_loss': 0.3504824638366699, 'total-train-accuracy': 0.8691259622573853, 'bla-recall': 0.836077868938446, 'lyt-recall': 0.9213286638259888, 'ngb-recall': 0.6088560819625854, 'ngs-recall': 0.8700494766235352, 'bla-precision': 0.9029911160469055, 'lyt-precision': 0.9373888373374939, 'ngb-precision': 0.6633166074752808, 'ngs-precision': 0.8955414295196533} 
{'loss': 0.3493882417678833, 'total-trian_loss': 0.3493882417678833, 'total-train-accuracy': 0.8699262142181396, 'bla-recall': 0.8370044231414795, 'lyt-recall': 0.9223400354385376, 'ngb-recall': 0.6067211627960205, 'ngs-recall': 0.8706634044647217, 'bla-precision': 0.9047619104385376, 'lyt-precision': 0.9377391338348389, 'ngb-precision': 0.6633564829826355, 'ngs-precision': 0.8951814770698547} 
{'loss': 0.3493017554283142, 'total-trian_loss': 0.3493017554283142, 'total-train-accuracy': 0.8700181245803833, 'bla-recall': 0.8379160761833191, 'lyt-recall': 0.9226370453834534, 'ngb-recall': 0.6094727516174316, 'ngs-recall': 0.8698630332946777, 'bla-precision': 0.9039812684059143, 'lyt-precision': 0.9377777576446533, 'ngb-precision': 0.6608527302742004, 'ngs-precision': 0.8965623378753662} 
{'loss': 0.349681556224823, 'total-trian_loss': 0.349681556224823, 'total-train-accuracy': 0.8692170977592468, 'bla-recall': 0.8352192640304565, 'lyt-recall': 0.923204243183136, 'ngb-recall': 0.6072056293487549, 'ngs-recall': 0.8689675331115723, 'bla-precision': 0.9049808382987976, 'lyt-precision': 0.9368491768836975, 'ngb-precision': 0.6580952405929565, 'ngs-precision': 0.8954189419746399} 
{'loss': 0.3499850928783417, 'total-trian_loss': 0.3499850928783417, 'total-train-accuracy': 0.8690996766090393, 'bla-recall': 0.8349514603614807, 'lyt-recall': 0.922626793384552, 'ngb-recall': 0.6055363416671753, 'ngs-recall': 0.8703277707099915, 'bla-precision': 0.9045830368995667, 'lyt-precision': 0.9363246560096741, 'ngb-precision': 0.6578947305679321, 'ngs-precision': 0.895032525062561} 
{'loss': 0.3506086468696594, 'total-trian_loss': 0.3506086468696594, 'total-train-accuracy': 0.8689862489700317, 'bla-recall': 0.8348062634468079, 'lyt-recall': 0.9213554859161377, 'ngb-recall': 0.6074766516685486, 'ngs-recall': 0.8710407018661499, 'bla-precision': 0.903605580329895, 'lyt-precision': 0.936018168926239, 'ngb-precision': 0.6602031588554382, 'ngs-precision': 0.8948286175727844} 
{'loss': 0.3507487177848816, 'total-trian_loss': 0.3507487177848816, 'total-train-accuracy': 0.8688766956329346, 'bla-recall': 0.8360106945037842, 'lyt-recall': 0.9200000166893005, 'ngb-recall': 0.6090604066848755, 'ngs-recall': 0.8706729412078857, 'bla-precision': 0.9011543989181519, 'lyt-precision': 0.9359179735183716, 'ngb-precision': 0.6594005227088928, 'ngs-precision': 0.8962371945381165} 
{'loss': 0.35159802436828613, 'total-trian_loss': 0.35159802436828613, 'total-train-accuracy': 0.8690822124481201, 'bla-recall': 0.8378556966781616, 'lyt-recall': 0.9199134111404419, 'ngb-recall': 0.6066115498542786, 'ngs-recall': 0.8713625073432922, 'bla-precision': 0.8991477489471436, 'lyt-precision': 0.9361233711242676, 'ngb-precision': 0.6606660485267639, 'ngs-precision': 0.8957226872444153} 
{'loss': 0.3525502681732178, 'total-trian_loss': 0.3525502681732178, 'total-train-accuracy': 0.8686683177947998, 'bla-recall': 0.8359476923942566, 'lyt-recall': 0.9179580807685852, 'ngb-recall': 0.6017915606498718, 'ngs-recall': 0.872829258441925, 'bla-precision': 0.8975438475608826, 'lyt-precision': 0.9364538192749023, 'ngb-precision': 0.6604110598564148, 'ngs-precision': 0.8945783376693726} 
{'loss': 0.35423561930656433, 'total-trian_loss': 0.35423561930656433, 'total-train-accuracy': 0.8680667281150818, 'bla-recall': 0.8339768052101135, 'lyt-recall': 0.9181900024414062, 'ngb-recall': 0.5985634326934814, 'ngs-recall': 0.873161792755127, 'bla-precision': 0.8987517356872559, 'lyt-precision': 0.9355725049972534, 'ngb-precision': 0.6602112650871277, 'ngs-precision': 0.8933368921279907} 
{'loss': 0.35610097646713257, 'total-trian_loss': 0.35610097646713257, 'total-train-accuracy': 0.8678797483444214, 'bla-recall': 0.832593560218811, 'lyt-recall': 0.9188790321350098, 'ngb-recall': 0.6015686392784119, 'ngs-recall': 0.8726097941398621, 'bla-precision': 0.898084819316864, 'lyt-precision': 0.9340329766273499, 'ngb-precision': 0.6612069010734558, 'ngs-precision': 0.8940958380699158} 
{'loss': 0.3569459915161133, 'total-trian_loss': 0.3569459915161133, 'total-train-accuracy': 0.8671144843101501, 'bla-recall': 0.8290544748306274, 'lyt-recall': 0.9185572862625122, 'ngb-recall': 0.6037008762359619, 'ngs-recall': 0.8710659742355347, 'bla-precision': 0.898236095905304, 'lyt-precision': 0.9329394102096558, 'ngb-precision': 0.6590909361839294, 'ngs-precision': 0.8942157626152039} 
{'loss': 0.35909509658813477, 'total-trian_loss': 0.35909509658813477, 'total-train-accuracy': 0.8657016754150391, 'bla-recall': 0.8281154036521912, 'lyt-recall': 0.9171919822692871, 'ngb-recall': 0.5989385843276978, 'ngs-recall': 0.8708062171936035, 'bla-precision': 0.8999332785606384, 'lyt-precision': 0.9321491122245789, 'ngb-precision': 0.6556016802787781, 'ngs-precision': 0.891566276550293} 
{'loss': 0.3605033755302429, 'total-trian_loss': 0.3605033755302429, 'total-train-accuracy': 0.8648036122322083, 'bla-recall': 0.8273988962173462, 'lyt-recall': 0.9162908792495728, 'ngb-recall': 0.5960960984230042, 'ngs-recall': 0.8702836036682129, 'bla-precision': 0.8990163803100586, 'lyt-precision': 0.932052731513977, 'ngb-precision': 0.6529605388641357, 'ngs-precision': 0.8911616206169128} 
