{'loss': 0.44592249393463135, 'total-trian_loss': 0.44592249393463135, 'total-train-accuracy': 0.875, 'bla-recall': 0.8181818127632141, 'lyt-recall': 1.0, 'ngb-recall': 0.5, 'ngs-recall': 0.875, 'bla-precision': 1.0, 'lyt-precision': 0.8999999761581421, 'ngb-precision': 0.6666666865348816, 'ngs-precision': 0.7777777910232544} 
{'loss': 0.33336591720581055, 'total-trian_loss': 0.33336591720581055, 'total-train-accuracy': 0.8740040063858032, 'bla-recall': 0.8373444080352783, 'lyt-recall': 0.9268910884857178, 'ngb-recall': 0.6489361524581909, 'ngs-recall': 0.8788778781890869, 'bla-precision': 0.9025044441223145, 'lyt-precision': 0.9305959343910217, 'ngb-precision': 0.6710000038146973, 'ngs-precision': 0.9063988924026489} 
{'loss': 0.33219829201698303, 'total-trian_loss': 0.33219829201698303, 'total-train-accuracy': 0.87451171875, 'bla-recall': 0.8387622237205505, 'lyt-recall': 0.9282160401344299, 'ngb-recall': 0.6515581011772156, 'ngs-recall': 0.8780329823493958, 'bla-precision': 0.9043020009994507, 'lyt-precision': 0.9311943054199219, 'ngb-precision': 0.6712062358856201, 'ngs-precision': 0.9067825078964233} 
{'loss': 0.331251859664917, 'total-trian_loss': 0.331251859664917, 'total-train-accuracy': 0.8745210766792297, 'bla-recall': 0.840927243232727, 'lyt-recall': 0.9278745651245117, 'ngb-recall': 0.6524559855461121, 'ngs-recall': 0.8765863180160522, 'bla-precision': 0.9037800431251526, 'lyt-precision': 0.9314445853233337, 'ngb-precision': 0.6685659885406494, 'ngs-precision': 0.9082840085029602} 
{'loss': 0.33073997497558594, 'total-trian_loss': 0.33073997497558594, 'total-train-accuracy': 0.875, 'bla-recall': 0.84375, 'lyt-recall': 0.9279835224151611, 'ngb-recall': 0.6527652144432068, 'ngs-recall': 0.8776844143867493, 'bla-precision': 0.9037656784057617, 'lyt-precision': 0.9321391582489014, 'ngb-precision': 0.6716417670249939, 'ngs-precision': 0.9079201817512512} 
{'loss': 0.3348986804485321, 'total-trian_loss': 0.3348986804485321, 'total-train-accuracy': 0.8740774989128113, 'bla-recall': 0.8419061899185181, 'lyt-recall': 0.9258760213851929, 'ngb-recall': 0.6490600109100342, 'ngs-recall': 0.87840735912323, 'bla-precision': 0.9026764035224915, 'lyt-precision': 0.9308943152427673, 'ngb-precision': 0.6712962985038757, 'ngs-precision': 0.9067341089248657} 
{'loss': 0.3340471088886261, 'total-trian_loss': 0.3340471088886261, 'total-train-accuracy': 0.8742074370384216, 'bla-recall': 0.8445596098899841, 'lyt-recall': 0.9263681769371033, 'ngb-recall': 0.6499560475349426, 'ngs-recall': 0.8771402835845947, 'bla-precision': 0.9019762873649597, 'lyt-precision': 0.9316210746765137, 'ngb-precision': 0.6699909567832947, 'ngs-precision': 0.9068322777748108} 
{'loss': 0.3333432078361511, 'total-trian_loss': 0.3333432078361511, 'total-train-accuracy': 0.8739991188049316, 'bla-recall': 0.8458181619644165, 'lyt-recall': 0.9257457852363586, 'ngb-recall': 0.6483898758888245, 'ngs-recall': 0.8767730593681335, 'bla-precision': 0.9001547694206238, 'lyt-precision': 0.9327017068862915, 'ngb-precision': 0.6669650673866272, 'ngs-precision': 0.9067848324775696} 
{'loss': 0.3314463496208191, 'total-trian_loss': 0.3314463496208191, 'total-train-accuracy': 0.8747814893722534, 'bla-recall': 0.846372663974762, 'lyt-recall': 0.9264096617698669, 'ngb-recall': 0.6506849527359009, 'ngs-recall': 0.8775807023048401, 'bla-precision': 0.9015151262283325, 'lyt-precision': 0.9323500990867615, 'ngb-precision': 0.6696035265922546, 'ngs-precision': 0.9071235060691833} 
{'loss': 0.33102983236312866, 'total-trian_loss': 0.33102983236312866, 'total-train-accuracy': 0.8751074075698853, 'bla-recall': 0.846960186958313, 'lyt-recall': 0.9265395402908325, 'ngb-recall': 0.6526138186454773, 'ngs-recall': 0.8770022988319397, 'bla-precision': 0.9024571776390076, 'lyt-precision': 0.9326620697975159, 'ngb-precision': 0.6689714789390564, 'ngs-precision': 0.9079064130783081} 
{'loss': 0.33131760358810425, 'total-trian_loss': 0.33131760358810425, 'total-train-accuracy': 0.875, 'bla-recall': 0.8465753197669983, 'lyt-recall': 0.9258917570114136, 'ngb-recall': 0.6522462368011475, 'ngs-recall': 0.8774592280387878, 'bla-precision': 0.9021897912025452, 'lyt-precision': 0.9319096207618713, 'ngb-precision': 0.6695132255554199, 'ngs-precision': 0.9083502888679504} 
